ccn,facility_name,state,type_of_control,fy_begin,fy_end,beds,days_medicare,days_medicaid,days_total,bed_days_available,medicare_days_pct,medicaid_days_pct,private_other_pct,net_patient_revenue,net_income,total_costs,total_salaries,contract_labor,operating_margin_pct,occupancy_pct,contract_labor_pct,medicaid_heavy,financially_stressed
115422,ROSWELL NSG & REHAB CTR,GA,6,2023-01-01,2023-12-31,268.0,6465.0,54268.0,72544.0,97820.0,8.9,74.8,16.3,21217561.0,-1526700.0,1734635.0,4606333.0,,-7.2,74.2,,True,True
115543,MAPLE RIDGE HEALTH CARE CENTER,GA,6,2023-01-01,2023-12-31,74.0,6158.0,12579.0,25304.0,27010.0,24.3,49.7,26.0,8376003.0,-1471951.0,1179709.0,1754699.0,,-17.57,93.7,,False,True
115561,MEADOWBROOK HEALTH AND REHAB,GA,4,2023-01-01,2023-12-31,144.0,2724.0,30289.0,38757.0,52560.0,7.0,78.2,14.8,9954266.0,-3433751.0,1110159.0,5402641.0,885432.0,-34.5,73.7,16.4,True,True
115565,ROSEMONT AT STONE MOUNTAIN,GA,6,2023-01-01,2023-12-31,149.0,7151.0,38517.0,51413.0,54385.0,13.9,74.9,11.2,14549696.0,-2686412.0,1850161.0,1093784.0,,-18.46,94.5,,True,True
145387,ST ANTHONYS NURSING AND REHAB CENTER,IL,6,2023-01-01,2023-12-31,52.0,1605.0,539.0,9965.0,18980.0,16.1,5.4,78.5,8062375.0,-1289377.0,717591.0,4961234.0,276321.0,-15.99,52.5,5.6,False,True
185244,STANFORD CARE AND REHAB LLC,KY,4,2023-01-01,2023-12-31,128.0,2529.0,32632.0,39964.0,46720.0,6.3,81.7,12.0,11592134.0,-1877830.0,1554725.0,5767483.0,,-16.2,85.5,,True,True
195279,CCC MANDEVILLE  LLC,LA,6,2023-01-01,2023-12-31,145.0,2203.0,20980.0,37449.0,52925.0,5.9,56.0,38.1,10843222.0,112604.0,1208941.0,4800950.0,882271.0,1.04,70.8,18.4,False,False
195476,CAPITOL HOUSE,LA,4,2023-01-01,2023-12-31,132.0,2956.0,22040.0,34059.0,48180.0,8.7,64.7,26.6,11328460.0,-218336.0,2284653.0,4590746.0,1535294.0,-1.93,70.7,33.4,True,False
215189,AUTUMN LAKE HEALTHCARE AT CALVERT MA,MD,4,2023-01-01,2023-12-31,144.0,12092.0,29576.0,50347.0,52560.0,24.0,58.7,17.2,22613413.0,1183084.0,2264150.0,2198082.0,8445623.0,5.23,95.8,384.2,False,False
295041,DELMAR GARDENS OF GREEN VALLEY,NV,6,2023-04-01,2024-03-31,48.0,2135.0,379.0,7409.0,25522.0,28.8,5.1,66.1,20845423.0,-450540.0,2845438.0,9526395.0,,-2.16,29.0,,False,False
295079,MOUNTAIN VIEW HEALTH & REHAB CNTR,NV,6,2023-08-31,2023-12-31,146.0,793.0,14225.0,15797.0,17958.0,5.0,90.0,4.9,4399234.0,57542.0,234215.0,1852220.0,430512.0,1.31,88.0,23.2,True,False
465111,BEAVER VALLEY HOSPITAL (SANDY),UT,9,2023-01-01,2023-12-31,141.0,2170.0,24353.0,36217.0,51465.0,6.0,67.2,26.8,16008191.0,-34824.0,3472131.0,4702838.0,,-0.22,70.4,,True,False
505434,LYNNWOOD HEALTH SERVICES  INC.,WA,4,2023-01-01,2023-12-31,67.0,3605.0,13259.0,22193.0,24455.0,16.2,59.7,24.0,11216356.0,15787.0,1755709.0,5664521.0,240402.0,0.14,90.8,4.2,False,False
676044,MAGNOLIA LIVING & RECOVERY CENTER,TX,11,2023-01-01,2023-12-31,96.0,3856.0,21867.0,30238.0,35040.0,12.8,72.3,14.9,7387148.0,1890855.0,823754.0,2154935.0,,25.6,86.3,,True,False
065001,LOWRY HILLS CARE AND REHABILITATION,CO,6,2023-01-01,2023-12-31,108.0,3505.0,23661.0,30969.0,39420.0,11.3,76.4,12.3,15286608.0,5455320.0,990361.0,5009287.0,60646.0,35.69,78.6,1.2,True,False
065251,PAONIA CARE & REHAB CENTER,CO,6,2023-01-01,2023-12-31,60.0,809.0,9171.0,12414.0,21900.0,6.5,73.9,19.6,4022384.0,-605127.0,563585.0,1750409.0,695795.0,-15.04,56.7,39.8,True,True
155245,CASTLETON HEALTH CARE CENTER,IN,9,2023-01-01,2023-12-31,109.0,736.0,10413.0,13726.0,39785.0,5.4,75.9,18.8,4041335.0,-2022224.0,495875.0,2146168.0,1003329.0,-50.04,34.5,46.7,True,True
165211,GOOD SAMARITAN SOCIETY-OTTUMWA,IA,1,2023-01-01,2023-12-31,146.0,2087.0,21333.0,40358.0,53290.0,5.2,52.9,42.0,13424030.0,-503198.0,1104579.0,7111200.0,197374.0,-3.75,75.7,2.8,False,False
215165,AUTUMN LAKE HEALTHCARE AT BRADFORD O,MD,4,2023-01-01,2023-12-31,180.0,7425.0,47120.0,60246.0,65700.0,12.3,78.2,9.5,22487057.0,1233787.0,1545057.0,1210578.0,8687174.0,5.49,91.7,717.6,True,False
215212,HILLHAVEN AL NURSING AND REHAB,MD,4,2023-01-01,2023-07-31,66.0,5279.0,4230.0,12178.0,13992.0,43.3,34.7,21.9,8319579.0,-401227.0,162790.0,4163327.0,86762.0,-4.82,87.0,2.1,False,False
395773,EAST END HEALTH AND REHAB,PA,4,2023-07-01,2023-12-31,144.0,883.0,11443.0,14998.0,26496.0,5.9,76.3,17.8,5045694.0,-683063.0,509170.0,2621909.0,394588.0,-13.54,56.6,15.0,True,True
515058,MORGANTOWN HEALTHCARE CENTER,WV,4,2023-01-01,2023-12-31,120.0,3622.0,31835.0,42302.0,43800.0,8.6,75.3,16.2,19915808.0,1662363.0,1801466.0,7532833.0,1167805.0,8.35,96.6,15.5,True,False
515065,MOUNTAIN VIEW CARE CENTER,WV,4,2023-01-01,2023-12-31,120.0,1939.0,33686.0,38785.0,43800.0,5.0,86.9,8.1,15907962.0,1200859.0,1044371.0,5534573.0,39116.0,7.55,88.6,0.7,True,False
035132,NORTH MOUNTAIN HEALTHCARE  LLC,AZ,4,2023-01-01,2023-12-31,189.0,3928.0,44095.0,61550.0,68985.0,6.4,71.6,22.0,25412525.0,5926690.0,3283374.0,11642439.0,152953.0,23.32,89.2,1.3,True,False
035282,SANTE OF SURPRISE,AZ,5,2023-01-01,2023-12-31,70.0,15720.0,,23968.0,25550.0,65.6,,34.4,15007062.0,862452.0,3494039.0,7237184.0,,5.75,93.8,,False,False
035291,CENTER AT VAL VISTA,AZ,5,2023-01-01,2023-12-31,93.0,23067.0,,24272.0,33945.0,95.0,,5.0,16286117.0,2469873.0,2970229.0,6357993.0,685568.0,15.17,71.5,10.8,False,False
055213,RIALTO POST ACUTE CENTER,CA,6,2023-01-01,2023-12-31,177.0,1936.0,51006.0,60783.0,64605.0,3.2,83.9,12.9,20086257.0,-213261.0,1998314.0,10739493.0,764355.0,-1.06,94.1,7.1,True,False
055480,CALIF CONV HOSPITAL OF PASADENA INC.,CA,4,2023-01-01,2023-12-31,82.0,7949.0,,15147.0,29930.0,52.5,,47.5,8925637.0,85402.0,1572159.0,4503925.0,875771.0,0.96,50.6,19.4,False,False
055872,CITRUS NURSING CENTER,CA,4,2023-01-01,2023-12-31,99.0,7001.0,23332.0,33660.0,36135.0,20.8,69.3,9.9,13838414.0,-744976.0,1898214.0,7365175.0,26133.0,-5.38,93.2,0.4,True,True
055887,RIVER BEND NURSING CENTER,CA,6,2023-01-01,2023-12-31,99.0,1578.0,22118.0,31022.0,36135.0,5.1,71.3,23.6,16005347.0,-3243168.0,1093418.0,7641011.0,704509.0,-20.26,85.9,9.2,True,True
056456,PALAZZO POST ACUTE,CA,6,2023-01-01,2023-12-31,99.0,3771.0,27020.0,33109.0,36135.0,11.4,81.6,7.0,13030281.0,-27798.0,1501339.0,7313442.0,4181.0,-0.21,91.6,0.1,True,False
105426,WOODBRIDGE CARE CENTER,FL,6,2023-08-01,2023-12-31,120.0,4811.0,10008.0,18503.0,18360.0,26.0,54.1,19.9,6987898.0,845590.0,827571.0,2508266.0,4697.0,12.1,100.8,0.2,False,False
135011,POCATELLO HEALTH SERVICES  INC.,ID,4,2023-01-01,2023-12-31,88.0,4265.0,21150.0,29774.0,32120.0,14.3,71.0,14.6,14496387.0,2719481.0,2965297.0,6597163.0,82688.0,18.76,92.7,1.3,True,False
135084,OAK CREEK REHAB CENTER,ID,4,2023-01-01,2023-12-31,57.0,858.0,9242.0,13528.0,20805.0,6.3,68.3,25.3,3830066.0,-382013.0,471595.0,1707291.0,,-9.97,65.0,,True,True
145476,OREGON LIVING & REHAB CENTER,IL,6,2023-01-01,2023-12-31,20.0,1436.0,1095.0,3326.0,7300.0,43.2,32.9,23.9,6044870.0,-300657.0,438878.0,3261997.0,260340.0,-4.97,45.6,8.0,False,False
145479,ATRIUM REHAB & NURSING CENTER,IL,6,2023-01-01,2023-12-31,116.0,2121.0,39065.0,42266.0,42340.0,5.0,92.4,2.6,11814745.0,-1142592.0,668231.0,5736262.0,296659.0,-9.67,99.8,5.2,True,True
145536,THE CITADEL OF BOURBONNAIS,IL,6,2023-01-01,2023-12-31,107.0,3608.0,6830.0,32901.0,39055.0,11.0,20.8,68.3,10530098.0,212627.0,1191339.0,4603322.0,690409.0,2.02,84.2,15.0,False,False
145585,CASEYVILLE NURSING & REHABILITATION,IL,6,2023-01-01,2023-12-31,150.0,1867.0,28400.0,31397.0,54750.0,5.9,90.5,3.6,8373804.0,-548206.0,1087867.0,4148789.0,1141693.0,-6.55,57.3,27.5,True,True
145650,BRIA HEALTH SERVICES OF PALOS HILLS,IL,4,2023-01-01,2023-12-31,150.0,10050.0,19221.0,36466.0,54750.0,27.6,52.7,19.7,19707473.0,-2047489.0,2551077.0,8515217.0,,-10.39,66.6,,False,True
145681,PALOS HEIGHTS REHABILITATION,IL,6,2023-01-01,2023-12-31,145.0,4561.0,16985.0,27162.0,52925.0,16.8,62.5,20.7,13004220.0,-5272715.0,1693666.0,6547622.0,1947705.0,-40.55,51.3,29.7,True,True
145760,ROBINSON REHAB AND NURSING,IL,6,2023-01-01,2023-12-31,67.0,3843.0,11909.0,21074.0,24455.0,18.2,56.5,25.3,6961560.0,779646.0,609094.0,2886471.0,,11.2,86.2,,False,False
145847,STEARNS NURSING & REHAB CENTER  LLC,IL,6,2023-01-01,2023-12-31,109.0,2631.0,28080.0,34126.0,39785.0,7.7,82.3,10.0,8124149.0,-2555967.0,1108285.0,5022187.0,1110109.0,-31.46,85.8,22.1,True,True
146046,MARSHALL REHABILITATION AND NURSING,IL,6,2023-01-01,2023-12-31,75.0,3301.0,12853.0,19271.0,27375.0,17.1,66.7,16.2,6847012.0,319148.0,898624.0,2825101.0,,4.66,70.4,,True,False
155124,VERMILLION COVALESCENT CENTER,IN,9,2023-01-01,2023-12-31,119.0,2509.0,17443.0,25630.0,43435.0,9.8,68.1,22.2,8061704.0,-421266.0,734647.0,3321373.0,454580.0,-5.23,59.0,13.7,True,True
155133,THE BELMONT HEALTH & REHABILITATION,IN,9,2023-01-01,2023-12-31,180.0,4360.0,25032.0,35815.0,65700.0,12.2,69.9,17.9,18314603.0,3457865.0,2068363.0,4860221.0,1682104.0,18.88,54.5,34.6,True,False
155207,MAJESTIC CARE OF NEW HAVEN,IN,9,2023-01-01,2023-12-31,120.0,1674.0,23629.0,31893.0,43800.0,5.2,74.1,20.7,14396102.0,2125803.0,1156160.0,2612904.0,1906539.0,14.77,72.8,73.0,True,False
155214,SAINT ANTHONY,IN,9,2023-01-01,2023-12-31,189.0,9308.0,42791.0,62630.0,68985.0,14.9,68.3,16.8,26244306.0,4197547.0,2693529.0,8412458.0,2263878.0,15.99,90.8,26.9,True,False
155219,MAJESTIC CARE OF SOUTH BEND,IN,9,2023-01-01,2023-12-31,103.0,1528.0,22160.0,29593.0,37595.0,5.2,74.9,20.0,11331273.0,1794400.0,644276.0,3429554.0,318219.0,15.84,78.7,9.3,True,False
155234,WESTRIDGE HEALTH CARE CENTER,IN,9,2023-01-01,2023-12-31,66.0,1174.0,13692.0,16380.0,24090.0,7.2,83.6,9.2,6193231.0,536990.0,594420.0,1994242.0,328784.0,8.67,68.0,16.5,True,False
155237,BETHANY VILLAGE NURSING HOME,IN,9,2023-01-01,2023-12-31,100.0,1584.0,27861.0,32295.0,36500.0,4.9,86.3,8.8,11980245.0,2122923.0,903179.0,4842260.0,56157.0,17.72,88.5,1.2,True,False
155243,MAJESTIC CARE OF LAFAYETTE,IN,9,2023-01-01,2023-12-31,122.0,2242.0,27929.0,34295.0,44530.0,6.5,81.4,12.0,14584550.0,1718158.0,1214971.0,4120572.0,813288.0,11.78,77.0,19.7,True,False
155303,GREENE CTY GEN HOSP DBA GSS SHAKAMAK,IN,1,2023-01-01,2023-12-31,68.0,796.0,8625.0,13339.0,24820.0,6.0,64.7,29.4,3819229.0,276169.0,255175.0,2210895.0,513726.0,7.23,53.7,23.2,True,False
155359,MAJESTIC CARE OF FORT WAYNE,IN,9,2023-01-01,2023-12-31,70.0,776.0,21072.0,23807.0,24826.0,3.3,88.5,8.2,9298111.0,1447233.0,718398.0,2638361.0,421159.0,15.56,95.9,16.0,True,False
155374,POPLAR CARE STRATEGIES,IN,9,2023-01-01,2023-12-31,62.0,2289.0,5653.0,11072.0,22630.0,20.7,51.1,28.3,3880344.0,-236869.0,461542.0,1668966.0,392211.0,-6.1,48.9,23.5,False,True
155376,MAJESTIC CARE OF SHERIDAN,IN,9,2023-01-01,2023-12-31,80.0,1269.0,23077.0,28503.0,29200.0,4.5,81.0,14.6,11386050.0,1780912.0,625162.0,3292181.0,541409.0,15.64,97.6,16.4,True,False
155378,1101 JC SCHNECK MH DBA SHC PARKWOOD,IN,9,2023-01-01,2023-12-31,106.0,1300.0,21241.0,25506.0,38690.0,5.1,83.3,11.6,10453632.0,-462655.0,985375.0,2697399.0,1216054.0,-4.43,65.9,45.1,True,False
155383,WASHINGTON HEALTHCARE CENTER,IN,13,2023-01-01,2023-12-31,94.0,1877.0,14099.0,20359.0,34310.0,9.2,69.3,21.5,7032761.0,-335529.0,690151.0,3554342.0,2596.0,-4.77,59.3,0.1,True,False
155502,TRANSCENDENT HEALTHCARE OF OWENSVILL,IN,9,2023-01-01,2023-12-31,68.0,3166.0,15783.0,20295.0,24820.0,15.6,77.8,6.6,6186372.0,-221831.0,554742.0,2352727.0,432856.0,-3.59,81.8,18.4,True,False
165155,SALEM LUTHERAN HOMES,IA,1,2023-01-01,2023-12-31,74.0,1687.0,9922.0,19871.0,27010.0,8.5,49.9,41.6,5897660.0,-392742.0,583033.0,2575099.0,735013.0,-6.66,73.6,28.5,False,True
175202,COLBY OPERATOR LLC,KS,4,2023-01-01,2023-12-31,40.0,1676.0,7310.0,11807.0,14600.0,14.2,61.9,23.9,3964965.0,-145251.0,299354.0,1348779.0,1312283.0,-3.66,80.9,97.3,True,False
175229,PARKWAY CARE CENTER,KS,4,2023-01-01,2023-12-31,45.0,547.0,11339.0,14003.0,16425.0,3.9,81.0,15.1,3618797.0,-51047.0,219685.0,1921320.0,279719.0,-1.41,85.3,14.6,True,False
175282,MINNEAPOLIS HEALTHCARE & REHAB CTR,KS,6,2023-01-01,2023-12-31,45.0,2521.0,2521.0,9140.0,16425.0,27.6,27.6,44.8,4572693.0,462718.0,333280.0,1985133.0,,10.12,55.6,,False,False
175434,OSWEGO OPERATOR LLC,KS,4,2023-01-01,2023-12-31,40.0,1808.0,5763.0,9324.0,14600.0,19.4,61.8,18.8,3096739.0,218077.0,312356.0,1508760.0,206691.0,7.04,63.9,13.7,True,False
195483,CENTER POINT HEALTH CARE AND REHAB,LA,6,2023-01-01,2023-12-31,184.0,3713.0,27949.0,43353.0,67160.0,8.6,64.5,27.0,13004938.0,-540708.0,1485760.0,4838823.0,1621220.0,-4.16,64.6,33.5,True,False
215134,HARTLEY NURSING AND REHAB,MD,4,2023-04-01,2023-12-31,73.0,3729.0,13779.0,19318.0,20075.0,19.3,71.3,9.4,6694899.0,-322157.0,519726.0,2639130.0,640313.0,-4.81,96.2,24.3,True,False
245277,THE WATERVIEW WOODS LLC,MN,6,2023-01-01,2023-12-31,65.0,1968.0,11075.0,19941.0,26320.0,9.9,55.5,34.6,7270701.0,47411.0,699098.0,2711535.0,570490.0,0.65,75.8,21.0,False,False
265209,NEW MADRID LIVING CENTER,MO,4,2023-01-01,2023-12-31,112.0,1155.0,15514.0,21623.0,40880.0,5.3,71.7,22.9,4051888.0,-503074.0,461283.0,1976942.0,424257.0,-12.42,52.9,21.5,True,True
265439,BARNES-JEWISH EXTENDED CARE,MO,2,2023-01-01,2023-12-31,120.0,7354.0,730.0,21946.0,43800.0,33.5,3.3,63.2,14819780.0,-831448.0,3100764.0,5907922.0,3057921.0,-5.61,50.1,51.8,False,True
265471,BUFFALO PRAIRIE CARE CENTER,MO,6,2023-01-01,2023-12-31,60.0,1192.0,11540.0,17993.0,21900.0,6.6,64.1,29.2,4321345.0,-22306.0,432079.0,1781862.0,637269.0,-0.52,82.2,35.8,True,False
265754,ADVANCED CARE OF ST JOSEPH,MO,4,2023-06-01,2023-12-31,180.0,1384.0,15200.0,22023.0,38520.0,6.3,69.0,24.7,5174813.0,675516.0,351089.0,2303058.0,,13.05,57.2,,True,False
265852,ST. JOSEPH CHATEAU,MO,6,2023-06-01,2023-12-31,69.0,304.0,10754.0,13018.0,14766.0,2.3,82.6,15.1,2497341.0,-191921.0,178267.0,1535381.0,,-7.69,88.2,,True,True
265857,LIBERTY HEALTH AND WELLNESS,MO,6,2023-06-01,2023-12-31,143.0,1351.0,15913.0,21386.0,30602.0,6.3,74.4,19.3,6321257.0,751421.0,686611.0,2672223.0,40439.0,11.89,69.9,1.5,True,False
285144,AZRIA HEALTH BLUE HILL,NE,4,2023-01-01,2023-08-01,62.0,670.0,5848.0,7937.0,13206.0,8.4,73.7,17.9,2407669.0,-394269.0,201639.0,977548.0,,-16.38,60.1,,True,True
295040,ST. JOSEPH TRANSITIONAL REHAB CENTER,NV,6,2023-01-01,2023-12-31,100.0,2688.0,24921.0,33267.0,36500.0,8.1,74.9,17.0,15821000.0,1771780.0,1368915.0,6617063.0,732695.0,11.2,91.1,11.1,True,False
315002,SOMERSET VALLEY REHAB AND NURSING CT,NJ,4,2023-01-01,2023-12-31,64.0,11532.0,,18775.0,23360.0,61.4,,38.6,12438676.0,-1022600.0,3337380.0,6015010.0,31710.0,-8.22,80.4,0.5,False,True
335243,CHESTNUT PARK,NY,5,2023-01-01,2023-12-31,80.0,7029.0,14552.0,27210.0,29200.0,25.8,53.5,20.7,9958667.0,-197703.0,1050453.0,4402271.0,477743.0,-1.99,93.2,10.9,False,False
335796,MEADOWBROOK CARE CENTER,NY,4,2023-01-01,2023-12-31,280.0,24493.0,57919.0,94191.0,102200.0,26.0,61.5,12.5,46537592.0,-1041155.0,7392143.0,20388231.0,4664370.0,-2.24,92.2,22.9,True,False
345014,LINDEN PLACE NURSING AND REHAB,NC,4,2023-01-01,2023-12-31,105.0,1020.0,23630.0,31802.0,38325.0,3.2,74.3,22.5,10204218.0,-519603.0,702697.0,2552814.0,,-5.09,83.0,,True,True
365290,KIRTLAND REHABILITATION AND CARE,OH,4,2023-01-01,2023-12-31,180.0,1804.0,29427.0,42149.0,65700.0,4.3,69.8,25.9,12824208.0,-1064807.0,1390126.0,4603175.0,,-8.3,64.2,,True,True
425143,ST. GEORGE HEALTHCARE CENTER,SC,6,2023-01-01,2023-12-31,88.0,1373.0,24060.0,28630.0,32120.0,4.8,84.0,11.2,6972154.0,-383682.0,654313.0,3838962.0,578453.0,-5.5,89.1,15.1,True,True
425149,LAKE CITY SCRANTON HEALTHCARE CENTER,SC,5,2023-01-01,2023-12-31,88.0,4411.0,22137.0,29580.0,32120.0,14.9,74.8,10.3,7577123.0,327711.0,1010391.0,3186831.0,1066996.0,4.33,92.1,33.5,True,False
425156,OAKBROOK HEALTH AND REHABILITATION C,SC,6,2023-01-01,2023-12-31,88.0,4674.0,18925.0,27984.0,32120.0,16.7,67.6,15.7,8500515.0,1127455.0,1163244.0,3748309.0,560457.0,13.26,87.1,15.0,True,False
445180,NHC HEALTHCARE  LAWRENCEBURG,TN,4,2023-01-01,2023-12-31,96.0,3393.0,16517.0,30921.0,35040.0,11.0,53.4,35.6,9416171.0,-124897.0,1431971.0,3833059.0,719817.0,-1.33,88.2,18.8,False,False
445197,QUINCE NURSING & REHAB CENTER  LLC,TN,6,2023-01-01,2023-12-31,188.0,3642.0,48778.0,64916.0,68620.0,5.6,75.1,19.2,18281369.0,-2556567.0,2411900.0,10504548.0,1574764.0,-13.98,94.6,15.0,True,True
445485,ALLENBROOKE NURSING & REHAB CTR  LLC,TN,6,2023-01-01,2023-12-31,180.0,4574.0,41518.0,58884.0,65700.0,7.8,70.5,21.7,17482271.0,-2197156.0,2433295.0,10237003.0,1797178.0,-12.57,89.6,17.6,True,True
465102,BEAVER VALLEY HOSPITAL (PARKDALE),UT,9,2023-01-01,2023-12-31,58.0,2357.0,5882.0,9939.0,21170.0,23.7,59.2,17.1,4115392.0,-93.0,999148.0,1364279.0,,-0.0,46.9,,False,False
465171,LEGACY VILLAGE OF TAYLORSVILLE,UT,4,2023-01-01,2023-12-31,40.0,8455.0,,13229.0,14600.0,63.9,,36.1,8295073.0,-599160.0,2717465.0,4498905.0,,-7.22,90.6,,False,True
495140,ROSE HILL HEALTH AND REHAB,VA,4,2023-01-01,2023-12-31,120.0,3752.0,29456.0,38296.0,43800.0,9.8,76.9,13.3,12426822.0,-2650024.0,1134123.0,4026850.0,2711879.0,-21.33,87.4,67.3,True,True
495143,MARTINSVILLE HEALTH AND REHAB,VA,4,2023-01-01,2023-12-31,140.0,1499.0,33062.0,39199.0,51100.0,3.8,84.3,11.8,10552979.0,399412.0,1169871.0,4812807.0,1197308.0,3.78,76.7,24.9,True,False
495151,CHOICE HEALTHCARE AT LYNCHBURG,VA,4,2023-01-01,2023-12-31,120.0,1932.0,27114.0,32374.0,43800.0,6.0,83.8,10.3,9443603.0,246702.0,1070101.0,3804961.0,1528358.0,2.61,73.9,40.2,True,False
495194,AUTUMN CARE OF PORTSMOUTH,VA,4,2023-01-01,2023-12-31,105.0,2000.0,2268.0,34696.0,38325.0,5.8,6.5,87.7,10422665.0,610534.0,1011720.0,4608151.0,1415319.0,5.86,90.5,30.7,False,False
505074,MANOR PARK HEALTHCARE  LLC,WA,4,2023-01-01,2023-12-31,99.0,5262.0,14095.0,25093.0,36135.0,21.0,56.2,22.9,11708257.0,1150066.0,1830343.0,5936371.0,127748.0,9.82,69.4,2.2,False,False
505260,FORT VANCOUVER OF CASCADIA LLC,WA,4,2023-01-01,2023-12-31,92.0,3822.0,13157.0,24210.0,33580.0,15.8,54.3,29.9,11741224.0,-574731.0,1624259.0,4926304.0,1279797.0,-4.89,72.1,26.0,False,False
505362,VIEW RIDGE CARE CENTER,WA,6,2023-01-01,2023-12-31,70.0,3273.0,10118.0,19190.0,25550.0,17.1,52.7,30.2,8524827.0,-369350.0,966938.0,4298964.0,,-4.33,75.1,,False,False
505382,REGENCY WENATCHEE REHAB & NURSING CT,WA,6,2023-01-01,2023-12-31,55.0,5104.0,8414.0,16289.0,20075.0,31.3,51.7,17.0,7265631.0,-197155.0,994493.0,3741529.0,571209.0,-2.71,81.1,15.3,False,False
505403,BETHANY AT SILVER LAKE,WA,1,2023-01-01,2023-12-31,151.0,3894.0,26097.0,39113.0,55115.0,10.0,66.7,23.3,17940255.0,101047.0,1623902.0,8088096.0,,0.56,71.0,,True,False
505430,REGENCY HARMONY HOUSE REHABILITATION,WA,6,2023-01-01,2023-12-31,54.0,1601.0,11868.0,17402.0,19710.0,9.2,68.2,22.6,6160069.0,108046.0,437537.0,3173525.0,249476.0,1.75,88.3,7.9,True,False
515035,RIVERSIDE HEALTH AND REHABILITATION,WV,4,2023-01-01,2023-12-31,102.0,3708.0,21764.0,30096.0,37230.0,12.3,72.3,15.4,13384392.0,1444723.0,1052324.0,4370971.0,,10.79,80.8,,True,False
535024,CASPER MOUNTAIN REHAB AND CARE CENTE,WY,6,2023-01-01,2023-12-31,120.0,4414.0,23753.0,31583.0,43800.0,14.0,75.2,10.8,12223418.0,483196.0,1376806.0,5460134.0,92669.0,3.95,72.1,1.7,True,False
535056,SAGE VIEW CARE CENTER,WY,6,2023-01-01,2023-08-30,82.0,3202.0,3698.0,10324.0,19844.0,31.0,35.8,33.2,4472734.0,731243.0,783145.0,1531668.0,570572.0,16.35,52.0,37.3,False,False
555290,STANFORD COURT NRSG CTR-SANTEE,CA,4,2023-01-01,2023-12-31,105.0,6455.0,1776.0,32010.0,38325.0,20.2,5.5,74.3,16759091.0,-232359.0,2860069.0,8645563.0,1079146.0,-1.39,83.5,12.5,False,False
555418,ST. FRANCIS HEALTHCARE CENTER,CA,6,2023-01-01,2023-12-31,62.0,8255.0,1398.0,19226.0,22630.0,42.9,7.3,49.8,13710462.0,2471116.0,2265937.0,4512867.0,809742.0,18.02,85.0,17.9,False,False
555729,ARCADIA HEALTH CARE CENTER,CA,6,2023-01-01,2023-12-31,136.0,19634.0,21611.0,42233.0,49661.0,46.5,51.2,2.3,24261487.0,3834513.0,3853998.0,10519146.0,2214588.0,15.8,85.0,21.1,False,False
675212,THE HOMESTEAD OF DENISON,TX,6,2023-01-01,2023-12-31,140.0,2908.0,16443.0,28703.0,51100.0,10.1,57.3,32.6,7886029.0,-2679555.0,1323020.0,4747720.0,1084890.0,-33.98,56.2,22.9,False,True
676215,FANNIN DBA DALLAS II,TX,11,2023-01-01,2023-12-31,136.0,3921.0,17580.0,27808.0,49640.0,14.1,63.2,22.7,8192378.0,-307991.0,1646849.0,3847881.0,1057254.0,-3.76,56.0,27.5,True,False
075292,AUTUMAN LAKE HEALTHCARE NEW BRITAIN,CT,4,2023-01-01,2023-12-31,282.0,7168.0,59998.0,91717.0,102930.0,7.8,65.4,26.8,33190488.0,885259.0,2246114.0,3453250.0,17067241.0,2.67,89.1,494.2,True,False
115686,NANCY HART CENTER FOR NURSING AND HE,GA,4,2023-07-01,2023-12-31,67.0,541.0,6952.0,8525.0,12328.0,6.3,81.5,12.1,2329763.0,-335709.0,159543.0,1219339.0,,-14.41,69.2,,True,True
145717,COLUMBIA HC,IL,4,2023-01-01,2023-12-31,119.0,3739.0,23435.0,36058.0,43435.0,10.4,65.0,24.6,10398760.0,85969.0,929378.0,4411160.0,,0.83,83.0,,True,False
146143,IGNITE MEDICAL HANOVER PARK  LLC,IL,6,2023-06-01,2023-12-31,150.0,6367.0,3991.0,20721.0,32100.0,30.7,19.3,50.0,8875410.0,322130.0,1368977.0,3230001.0,677557.0,3.63,64.6,21.0,False,False
155249,CHATEAU REHABILITATION AND HEALTHCAR,IN,9,2023-01-01,2023-12-31,99.0,1868.0,23665.0,30999.0,36135.0,6.0,76.3,17.6,13288505.0,1419430.0,1091279.0,4425185.0,610078.0,10.68,85.8,13.8,True,False
155255,ELEVATE WOODVIEW NURSING AND REHAB,IN,2,2023-01-01,2023-12-31,47.0,1629.0,,10135.0,17155.0,16.1,,83.9,9543471.0,373088.0,629888.0,5143347.0,,3.91,59.1,,False,False
155336,CHALET REHAB AND HEALTHCARE CENTER,IN,9,2023-01-01,2023-12-31,88.0,1761.0,16397.0,26829.0,32120.0,6.6,61.1,32.3,13750133.0,3489712.0,1147485.0,3477987.0,821007.0,25.38,83.5,23.6,True,False
155358,MAJESTIC CARE OF DEMING PARK,IN,9,2023-01-01,2023-12-31,86.0,1828.0,11548.0,18698.0,31390.0,9.8,61.8,28.5,6773655.0,111082.0,555340.0,3094786.0,261243.0,1.64,59.6,8.4,True,False
