ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20210916000686,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295304186,N,225248,0042617169,NORTHBRIDGE REHAB CENTER LLC,ADVINIACARE AT NORTHBRIDGE,,,LLC,,P,ADVINIACARE AT NORTHBRIDGE,ADVINIACARE,16,85 BEAUMONT DR,,NORTHBRIDGE,MA,015341093
O20210916002827,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487224648,N,145885,5991102063,MAYFIELD CARE AND REHABILITATION CENTER LLC,MAYFIELD CARE AND REHABILITATION CENTER LLC,,,LLC,,P,COMPLETE CARE AT THE BOULEVARD,COMPLETE CARE,157,5905 W WASHINGTON BLVD,,CHICAGO,IL,606442845
O20210917000092,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497751309,Y,235407,3577536002,KALKASKA MEMORIAL HEALTH CENTER,KALKASKA MEMORIAL HEALTH CENTER,,,OTHER,GOVERNMENTAL HOSPITAL-ACT 47,N,KALKASKA MEMORIAL HEALTH CENTER,,,419 S CORAL ST,,KALKASKA,MI,496462503
O20210917001115,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538742895,N,185271,5193122109,GLASGOW KY OPCO LLC,,2021-03-18,KY,LLC,,P,GLENVIEW HEALTH AND REHABILITATION,SIMCHA HYMAN & NAFTALI ZANZIPER,580,1002 GLENVIEW DR,,GLASGOW,KY,421413424
O20210917001250,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477135309,N,315311,0244637254,COMPLETE CARE AT PHILLIPSBURG LLC,COMPLETE CARE AT PHILLIPSBURG LLC,2021-01-20,DE,LLC,,P,"COMPLETE CARE AT PHILLIPSBURG, LLC",COMPLETE CARE,157,843 WILBUR AVE,,PHILLIPSBURG,NJ,088653453
O20210920000686,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982270641,N,185409,0042617011,SHELBYVILLE KY OPCO LLC,CRESTVIEW HEALTHCARE AND REHABILITATION,2021-03-11,KY,LLC,,P,CRESTVIEW HEALTHCARE AND REHABILITATION,SIMCHA HYMAN & NAFTALI ZANZIPER,580,1871 MIDLAND TRL,,SHELBYVILLE,KY,400659111
O20210920002418,DE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063093706,N,085027,4880091784,COMPLETE CARE AT SILVER LAKE LLC,,,,LLC,,P,COMPLETE CARE AT SILVER LAKE LLC,COMPLETE CARE,157,1080 SILVER LAKE BLVD,,DOVER,DE,199042410
O20210920002909,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790732576,N,366325,0143133181,STATE OF OHIO OFFICE OF BUDGET AND MANAGEMENT STATE ACCOUNTING,OHIO VETERANS HOME AGENCY,,,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,OHIO VETERANS HOME,,,3416 COLUMBUS AVE,,SANDUSKY,OH,448705557
O20210921002665,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407992654,N,676026,0244225670,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,WILL-O-BELL,,,OTHER,GOVERNMENTAL ENTITY,N,WILL-O-BELL,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,133,412 N DALTON ST,,BARTLETT,TX,765114332
O20210922003189,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033799234,N,215135,7810394509,COMPLETE CARE AT HERITAGE LLC,COMPLETE CARE AT HERITAGE LLC,2021-01-20,DE,LLC,,P,COMPLETE CARE AT HERITAGE LLC,COMPLETE CARE,157,7232 GERMAN HILL ROAD,,BALTIMORE,MD,212221260
O20210924001986,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235718404,N,425323,7517361082,ANGEL OAK NURSING AND REHABILITATION CENTER LLC,,2021-05-01,SC,LLC,,P,"ANGEL OAK NURSING AND REHABILITATION CENTER, LLC",IVY HEALTHCARE GROUP,828,4452 SOCASTEE BLVD,,MYRTLE BEACH,SC,295887206
O20210928000260,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093750911,N,185394,0648174623,"ST ELIZABETH MEDICAL CENTER, INC",ST ELIZABETH HEALTHCARE,,,CORPORATION,,N,ST ELIZABETH EDGEWOOD SNF,,,1 MEDICAL VILLAGE DR,,EDGEWOOD,KY,410173403
O20210929000135,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568042620,N,106098,3274930508,HAWTHORNE SARASOTA SNF OPERATIONS LLC,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF SARASOTA,2021-03-24,DE,LLC,,P,HAWTHORNE CENTER FOR REHAB & HEALING  OF SARASOTA,INFINITE CARE,578,5381 DESOTO RD,,SARASOTA,FL,342352618
O20210929001576,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962079517,N,675431,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,RED OAK HEALTH AND REHABILITATION CENTER,,,OTHER,GOVERNMENTAL ENTITY,N,RED OAK HEALTH AND REHABILITATION CENTER,HMG HEALTHCARE,272,101 REESE DR,,RED OAK,TX,751542376
O20210929003492,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205416351,N,105881,9133526338,HAWTHORNE BRANDON SNF OPERATIONS LLC,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF BRANDON,2021-03-24,DE,LLC,,P,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF,INFINITE CARE,578,851 W LUMSDEN RD,,BRANDON,FL,335116280
O20210930001774,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689248882,N,065183,9335546589,"RED CANYON VILLAGE, LLC",PROGRESSIVE CARE CENTER,2019-12-31,CO,LLC,,P,PROGRESSIVE CARE CENTER,FRONTLINE MANAGEMENT,230,1338 PHAY AVE,,CANON CITY,CO,812122311
O20211001000334,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639842974,N,425293,9335547520,"EDGEFIELD COMMUNITY HEALTHCARE, LLC",EDGEFIELD POST ACUTE,2021-06-29,SC,LLC,,P,EDGEFIELD POST-ACUTE,PACS GROUP,690,226 WA REEL DR,,EDGEFIELD,SC,298244534
O20211001000416,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083286595,N,135077,4688072879,STEELHEAD HEALTHCARE INC,SKYLINE TRANSITIONAL CARE CENTER,2021-07-09,NV,CORPORATION,,P,SKYLINE TRANSITIONAL CARE CENTER,THE ENSIGN GROUP,507,1001 S HILTON ST,,BOISE,ID,837051925
O20211001001710,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619639192,N,265474,4082012216,COUNTRY AIRE HEALTHCARE LLC,COUNTRY AIRE RETIREMENT CENTER,2020-12-17,MO,LLC,,P,,,,18540 STATE HIGHWAY 16,,LEWISTOWN,MO,634522111
O20211001002093,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730841230,N,265577,2466850607,MARSHFIELD HEALTHCARE LLC,MARSHFIELD CARE CENTER FOR REHAB AND HEALTHCARE,2020-12-17,MO,LLC,,P,,,,800 SOUTH WHITE OAK ROAD,,MARSHFIELD,MO,657062231
O20211001002906,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437811916,N,265460,2860890027,CASSVILLE HEALTHCARE LLC,CASSVILLE HEALTH CENTER FOR REHAB AND HEALTHCARE,2021-04-05,MO,LLC,,P,,,,1300 COUNTY FARM RD,,CASSVILLE,MO,656251726
O20211004000376,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972265452,N,265516,9830597004,GEORGIAN GARDENS HEALTHCARE LLC,GEORGIAN GARDENS CENTER FOR REHAB AND HEALTHCARE,2020-12-17,MO,LLC,,P,,,,1 GEORGIAN GARDENS DR,,POTOSI,MO,636641436
O20211006000246,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639744394,N,676139,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,GREEN OAKS NURSING AND REHABILITATION,,,LLC,,P,GREEN OAKS NURSING & REHABILITATION,HMG HEALTHCARE,272,3033 W GREEN OAKS BLVD,,ARLINGTON,TX,760162261
O20211006000423,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679241434,N,225456,6406254424,OCEANSIDE REHABILITATION AND NURSING CENTER LLC,OCEANSIDE REHABILITATION AND NURSING CENTER,,,LLC,,P,OCEANSIDE REHABILITATION AND NURSING CENTER,,,44 SOUTH ST,,ROCKPORT,MA,019661800
O20211006002015,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578133807,N,056304,5991103954,MISSION CARMICHAEL POST ACUTE LLC,MISSION CARMICHAEL HEALTHCARE CENTER,2021-02-11,CA,LLC,,P,MISSION CARMICHAEL HEALTHCARE CENTER,DAVID JOHNSON,851,3630 MISSION AVENUE,,CARMICHAEL,CA,956082933
O20211006002032,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699345900,N,056170,8628476587,EXCELL POST ACUTE LLC,EXCELL HEALTH CARE CENTER,2021-02-11,CA,LLC,,P,EXCELL HEALTH CARE CENTER,DAVID JOHNSON,851,3025 HIGH STREET,,OAKLAND,CA,946191807
O20211006002279,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124698816,N,115321,5395143259,SELECTIS WARRENTON LLC,WARRENTON HEALTH AND REHAB,2021-01-28,GA,LLC,,P,WARRENTON WOODS OF JOURNEY LLC,JOURNEY HEALTHCARE,766,813 ATLANTA HWY,,WARRENTON,GA,308289105
O20211006002805,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265007827,N,676147,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,STALLINGS COURT NURSING AND REHABILITATION,,,LLC,,P,STALLINGS COURT NURSING AND REHABILITATION,HMG HEALTHCARE,272,4616 NE STALLINGS DR,,NACOGDOCHES,TX,759651608
O20211007001085,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578138137,N,676213,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,HEWITT NURSING AND REHABILITATION,,,OTHER,GOVERNMENTAL ENTITY,N,HEWITT NURSING AND REHABILITATION,HMG HEALTHCARE,272,8836 MARS DR,,HEWITT,TX,766433195
O20211008001716,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053986612,N,675633,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,HOLLAND LAKE REHABILITATION AND WELLNESS CENTER,,,OTHER,GOVERNMENTAL ENTITY,N,HOLLAND LAKE REHABILITATION AND WELLNESS CENTER,HMG HEALTHCARE,272,1201 HOLLAND LAKE DRIVE,,WEATHERFORD,TX,760865851
O20211008001937,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558936211,N,676278,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,PECAN BAYOU NURSING AND REHABITATION,,,OTHER,GOVERNMENT ENTITY,N,PECAN BAYOU NURSING AND REHABILITATION,HMG HEALTHCARE,272,2700 MEMORIAL PARK DR,,BROWNWOOD,TX,768018481
O20211008001967,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720076417,N,675017,2062326234,HAMILTON COUNTY HOSPITAL DISTRICT,CROSS COUNTRY HEALTHCARE CENTER,,,OTHER,NON-STATE GOVERNMENT OWNED HOSPITAL DISTRICT,N,CROSS COUNTRY HEALTHCARE CENTER,HAMILTON COUNTY HOSPITAL DISTRICT,589,1514 INDIAN CREEK DR,,BROWNWOOD,TX,768016536
O20211008002471,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275586620,N,675009,2062326234,HAMILTON COUNTY HOSPITAL DISTRICT,COLEMAN HEALTHCARE CENTER,,,OTHER,NON-STATE GOVERNMENT OWNED HOSPITAL DISTRICT,N,COLEMAN HEALTHCARE CENTER,NEXION HEALTH,370,2713 S COMMERCIAL AVE,,COLEMAN,TX,768347503
O20211011000745,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427726686,N,225584,8921406687,PARK AVENUE SNF OPERATIONS LLC,PARK AVENUE HEALTH CENTER,,,LLC,,P,PARK AVENUE HEALTH CENTER,BEST CARE SERVICES,583,146 PARK AVE,,ARLINGTON,MA,024765829
O20211011000824,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033784798,N,675759,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,STONEGATE NURSING AND REHABILITATION,,,OTHER,GOVERNMENTAL ENTITY,N,STONEGATE NURSING AND REHABILITATION,HMG HEALTHCARE,272,4201 STONEGATE BLVD,,FORT WORTH,TX,761099503
O20211012000793,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073182572,N,045432,4284032814,BARROW HEALTHCARE LLC,THE SPRINGS OF BARROW,2021-05-25,AR,LLC,,P,THE SPRINGS OF BARROW,THE SPRINGS ARKANSAS,516,2600 JOHN BARROW RD,,LITTLE ROCK,AR,722043335
O20211012001037,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073192167,N,115563,0042618688,JACKSON GA OPCO LLC,WESTBURY CENTER OF JACKSON FOR NURSING AND HEALING,2020-12-28,GA,LLC,,P,WESTBURY CENTER OF JACKSON FOR NURSING AND HEALING,EMPIRE CARE CENTERS,202,922 MCDONOUGH RD,,JACKSON,GA,302331522
O20211012001177,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144994815,N,145967,2567860109,ELEVATE CARE COUNTRY CLUB HILLS LLC,ELEVATE CARE COUNTRY CLUB HILLS,,,LLC,,P,ELEVATE CARE COUNTRY CLUB HILL,ELEVATE CARE,197,18200 CICERO AVE,,COUNTRY CLUB HILLS,IL,604782911
O20211012003113,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083387765,N,555776,9739587320,OLOWALU BEACH HOLDINGS LLC,GRIDLEY POST ACUTE,2021-06-17,CA,LLC,,P,GRIDLEY POST ACUTE,WEST HARBOR HEALTHCARE,596,246 SPRUCE ST,,GRIDLEY,CA,959482216
O20211012003491,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114501442,N,345420,7113325713,ALAMANCE OPERATOR LLC,ALAMANCE HEALTH CARE CENTER,,,LLC,,P,ALAMANCE HEALTH CARE CENTER,LIFEWORKS REHAB,768,1987 HILTON RD,,BURLINGTON,NC,272172968
O20211013001307,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194303016,N,105910,0547668063,CORAL REEF SUBACUTE CARE CENTER LLC,,,,LLC,,P,CORAL REEF SUBACUTE CARE CENTER LLC,CARERITE CENTERS,110,9869 SW 152ND ST,,MIAMI,FL,331571703
O20211014000652,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306411061,N,676185,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,HARBOR LAKES NURSING AND REHABILITATION CENTER,,,LLC,,P,HARBOR LAKES NURSING AND REHABILITATION CENTER,HMG HEALTHCARE,272,1300 2ND ST,,GRANBURY,TX,760481496
O20211014001829,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255901880,N,175563,6901204312,"AZW, LLC",AZRIA HEALTH WICHITA,,,LLC,,P,AZRIA HEALTH WICHITA,AZRIA HEALTH,64,7057 W VILLAGE CIR,,WICHITA,KS,672051509
O20211015000471,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376210575,N,195365,4587062955,2707 LAF SNF LLC,MAISON DE LAFAYETTE,2021-07-27,LA,LLC,,P,MAISON DE LAFAYETTE,,,2707 KALISTE SALOOM RD,,LAFAYETTE,LA,705087139
O20211015001077,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720756380,N,185463,5294133674,LEXINGTON PREMIER NURSING & REHAB LLC,,2021-07-27,KY,LLC,,P,,,,2770 PALUMBO DR,,LEXINGTON,KY,405091232
O20211018001352,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790366615,N,315050,2567860810,COMPLETE CARE AT BURLINGTON WOODS LLC,,2021-01-20,DE,LLC,,P,"COMPLETE CARE AT BURLINGTON WOODS, LLC",COMPLETE CARE,157,115 SUNSET ROAD,,BURLINGTON,NJ,080164153
O20211018001488,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891462768,N,145729,9436557782,CARLYLE HEALTHCARE & SENIOR LIVING LLC,CARLYLE HEALTHCARE & SENIOR LIVING,,,LLC,,P,CARLYLE HEALTHCARE & SR LIVING,POINTE MANAGEMENT,776,501 CLINTON ST,,CARLYLE,IL,622311503
O20211018002056,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275115107,N,315216,0143628412,COMPLETE CARE AT WATERVIEW LLC,COMPLETE CARE AT CEDAR GROVE,2021-01-20,DE,LLC,,P,COMPLETE CARE AT CEDAR GROVE,COMPLETE CARE,157,536 RIDGE ROAD,,CEDAR GROVE,NJ,070091611
O20211018002665,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508466210,N,555794,2567860844,"WESTLAKE OAKS HEALTHCARE, LLC",SHERWOOD OAKS POST ACUTE,2020-08-10,CA,LLC,,P,SHERWOOD OAKS POST ACUTE,PACS GROUP,690,250 FAIRVIEW RD,,THOUSAND OAKS,CA,913612456
O20211019003292,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417526674,N,105875,2567850829,"COLONIAL SKILLED NURSING FACILITY, LLC",,2021-06-10,FL,LLC,,P,COLONIAL SKILLED NURSING FACILITY LLC,,,2090 N CONGRESS AVE,,WEST PALM BEACH,FL,334018210
O20211020000168,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487327821,N,425311,1759779028,"AIKEN COMMUNITY HEALTHCARE, LLC",ANCHOR POST ACUTE,2021-06-29,SC,LLC,,P,ANCHOR POST ACUTE,PACS GROUP,690,550 EASTGATE DR,,AIKEN,SC,298037688
O20211020000196,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124640511,N,145261,0749678019,APERION CARE DEKALB LLC,APERION CARE DEKALB,,,LLC,,P,APERION CARE DEKALB,APERION CARE,38,1212 S 2ND ST,,DEKALB,IL,601154435
O20211020000644,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083381958,N,145457,3375931652,QUINCY HEALTHCARE & SENIOR LIVING LLC,QUINCY HEALTHCARE & SENIOR LIVING,,,LLC,,P,QUINCY HEALTHCARE & SR LIVING,POINTE MANAGEMENT,776,1440 N 10TH ST,,QUINCY,IL,623011975
O20211020001137,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962071464,N,045431,8820486004,VALLEY RANCH HEALTHCARE LLC,THE SPRINGS OF PINNACLE MOUNTAIN,2021-05-25,AR,LLC,,P,THE SPRINGS OF PINNACLE MOUNTAIN,THE SPRINGS ARKANSAS,516,6411 VALLEY RANCH,,LITTLE ROCK,AR,722234543
O20211021001298,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083386692,N,235480,2961890132,HARPER WOODS MI OPCO LLC,THE ORCHARDS AT HARPER WOODS,2021-07-20,MI,LLC,,P,THE ORCHARDS AT HARPER WOODS,THE ORCHARDS MICHIGAN,513,19840 HARPER AVE,,HARPER WOODS,MI,482251804
O20211021001551,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770164691,N,315228A,6901294172,COMPLETE CARE AT COURT HOUSE LLC,,2021-01-20,DE,LLC,,P,"COMPLETE CARE AT COURT HOUSE, LLC",COMPLETE CARE,157,144 MAGNOLIA DRIVE,,CAPE MAY COURT HOUSE,NJ,082102141
O20211021002234,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477134104,N,395939,6204224389,COMPLETE CARE AT LEHIGH LLC,,2021-01-20,DE,LLC,,P,COMPLETE CARE AT LEHIGH LLC,COMPLETE CARE,157,1718 SPRING CREEK ROAD,,MACUNGIE,PA,180629784
O20211021002270,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356915441,N,365071,7911395090,BEACHWOOD NURSING,BEACHWOOD POINTE CARE CENTER,2021-05-10,OH,LLC,,P,BEACHWOOD POINTE CARE CENTER,,,23900 CHAGRIN BLVD,,BEACHWOOD,OH,441225511
O20211021002786,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215518949,N,395791,8729488523,COMPLETE CARE AT HARSTON HALL LLC,,2021-01-20,DE,LLC,,P,COMPLETE CARE AT HARSTON HALL LLC,COMPLETE CARE,157,350 HAWS LANE,,FLOURTOWN,PA,190312100
O20211021003028,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497336119,N,395938,5698163798,COMPLETE CARE AT BERKSHIRE LLC,,2021-01-20,DE,LLC,,P,COMPLETE CARE AT BERKSHIRE LLC,COMPLETE CARE,157,5501 PERKIOMEN AVE,,READING,PA,196063633
O20211022001019,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336722248,N,235132,7416345541,FLUSHING SNF OPERATIONS LLC,MAJESTIC CARE OF FLUSHING,2021-03-11,MI,LLC,,P,MAJESTIC CARE OF FLUSHING,MAJESTIC CARE,331,540 SUNNYSIDE DR,,FLUSHING,MI,484331474
O20211022001324,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386249167,N,106034,2264820307,"JACKSON REHAB OPERATIONS, LLC",JACKSON GARDENS HEALTH AND REHABILITATION CENTER,2020-10-02,DE,LLC,,P,JACKSON GARDENS HEALTH AND REHABILITATION CENTER,ONYX HEALTH,385,1861 NW 8TH AVE,,MIAMI,FL,331361115
O20211022001335,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942805668,N,105711,4082002126,"SINAI REHAB OPERATIONS, LLC",SHORESIDE HEALTH AND REHABILITATION CENTER,2020-10-02,DE,LLC,,P,SHORESIDE HEALTH AND REHABILITATION CENTER,ONYX HEALTH,385,201 NE 112TH ST,,MIAMI,FL,331617022
O20211022001373,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225633019,N,106100,4981092020,"ALLAPATTAH REHAB OPERATIONS, LLC",UNIVERSITY HEALTH AND REHABILITATION CENTER,2020-10-02,DE,LLC,,P,UNIVERSITY HEALTH AND REHABILITATION CENTER,ONYX HEALTH,385,724 NW 19TH ST,,MIAMI,FL,331361202
O20211022001416,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295330074,N,105008,4880082924,"ARCH REHAB OPERATIONS, LLC",BISCAYNE HEALTH AND REHABILITATION CENTER,2020-10-02,DE,LLC,,P,BISCAYNE HEALTH AND REHABILITATION CENTER,ONYX HEALTH,385,12505 NE 16TH AVE,,NORTH MIAMI,FL,331616019
O20211022002420,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720755796,N,075253,5799173753,COMPLETE CARE AT HARRINGTON COURT LLC,,,,LLC,,P,COMPLETE CARE AT HARRINGTON COURT,COMPLETE CARE,157,59 HARRINGTON CT,,COLCHESTER,CT,064151207
O20211025000927,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013689637,N,235632,5991193989,SAMARITAN MI OPCO LLC,THE ORCHARDS AT SAMARITAN,2021-07-20,MI,LLC,,P,THE ORCHARDS AT SAMARITAN,THE ORCHARDS MICHIGAN,513,5555 CONNER ST,FL 4,DETROIT,MI,482133828
O20211025001721,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205508827,N,235266,5991193906,SOUTHGATE MI OPCO LLC,THE ORCHARDS AT SOUTHGATE,2021-07-20,MI,LLC,,P,THE ORCHARDS AT SOUTHGATE,THE ORCHARDS MICHIGAN,513,15400 TRENTON RD,,SOUTHGATE,MI,481952075
O20211025002283,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972275592,N,235014,7416345434,REDFORD MI OPCO LLC,THE ORCHARDS AT REDFORD,2021-07-20,MI,LLC,,P,THE ORCHARDS AT REDFORD,THE ORCHARDS MICHIGAN,513,25330 W 6 MILE RD,,REDFORD,MI,482402105
O20211025002298,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548932163,N,235521,2961890983,WAYNE MI OPCO LLC,THE ORCHARDS AT WAYNE,2021-07-20,MI,LLC,,P,THE ORCHARDS AT WAYNE,THE ORCHARDS MICHIGAN,513,4427 VENOY RD,,WAYNE,MI,481841871
O20211025002869,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073061032,N,065285,2668860602,"HOME STREET OPERATIONS, LLC",SILVER HEIGHTS SKILLED NURSING AND REHABILITATION,2016-08-01,CO,LLC,,P,SILVER HEIGHTS SKILLED NURSING AND REHABILITATION,MADISON CREEK PARTNERS,328,4001 HOME ST,,CASTLE ROCK,CO,801082802
O20211026000736,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295307197,N,105596,8325436280,"AVENTURA REGENTS OPCO, LLC",REGENTS PARK AT AVENTURA,2021-06-15,NV,LLC,,P,REGENTS PARK AT AVENTURA,VENTURA SERVICES,860,18905 NE 25TH AVE,,AVENTURA,FL,331803208
O20211026000972,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104498013,N,105513,2466840335,"CLARIDGE REGENTS OPCO, LLC",CLARIDGE HOUSE NURSING AND REHABILITATION CENTER,2021-06-15,NV,LLC,,P,CLARIDGE HOUSE NURSING AND REHABILITATION CENTER,VENTURA SERVICES,860,13900 NE 3RD CT,,NORTH MIAMI,FL,331612834
O20211026001676,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043889678,N,265348,8224426101,"CAMELOT HEALTHCARE, LLC",CAMELOT NURSING AND REHABILITATION CENTER,2021-05-28,MO,LLC,,P,CAMELOT NURSING AND REHABILITATION CENTER,MGM HEALTHCARE,348,705 GRAND CANYON DR,,FARMINGTON,MO,636402161
O20211026003491,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881269546,N,676176,3870712482,WINNIE-STOWELL HOSPITAL DISTRICT,CROWLEY NURSING AND REHABILITATION,,,LLC,,P,CROWLEY NURSING AND REHABILITATION,HMG HEALTHCARE,272,920 EAST FM 1187,,CROWLEY,TX,760364349
O20211026003538,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669149738,N,075240,2961890892,COMPLETE CARE AT GLENDALE LLC,,,,LLC,,P,COMPLETE CARE AT GLENDALE,COMPLETE CARE,157,4 HAZEL AVE,,NAUGATUCK,CT,067704706
O20211027000898,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275120867,N,555876,3476941212,"ACSR, LLC",ALTA HEALTHCARE CENTER OF CAMARILLO,2020-10-26,CA,LLC,,P,ALTA HEALTHCARE CENTER OF CAMARILLO,ASPEN SKILLED HEALTHCARE,50,6000 SANTA ROSA RD,,CAMARILLO,CA,930127101
O20211027001552,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881632800,N,155618,3173515509,PULASKI MEMORIAL HOSPITAL,MAJESTIC CARE OF CARMEL,,,OTHER,NON STATE GOVERNMENT OWNED,N,MAJESTIC CARE OF CARMEL,MAJESTIC CARE,331,12999 N PENNSYLVANIA ST,,CARMEL,IN,460325477
