HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method,RBCS_Id_Ever_Reassigned
63250,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63251,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63252,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63265,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63266,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63267,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63268,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63270,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63271,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63272,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63273,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
63275,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63276,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63277,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63278,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63280,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63281,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63282,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63283,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63285,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63286,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63287,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63290,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63295,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63300,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63301,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63302,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63303,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63304,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63305,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63306,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63307,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63308,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63600,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63615,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/2018,1,2020,01/01/2014,12/31/2018,0,0
63620,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63621,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63700,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63702,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63704,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63706,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63707,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63709,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63710,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63740,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63741,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1991,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63744,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
63746,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64568,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64569,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64570,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64708,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,0,2020,01/01/2014,12/31/2022,0,1
64712,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64713,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64714,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64716,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64734,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64738,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64740,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64742,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64744,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64746,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64752,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
64755,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64760,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64763,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64766,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64771,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64784,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64786,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64790,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64792,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64802,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64804,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64809,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64818,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64820,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1995,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64821,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64822,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64823,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64831,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64832,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64834,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64835,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64836,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64837,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64840,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64856,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64857,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64858,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64859,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64861,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64862,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64864,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64865,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64866,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64868,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64872,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64874,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64876,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64885,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1992,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64886,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1992,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64890,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64891,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64892,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64893,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64895,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64896,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64897,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64898,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64901,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64902,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64905,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64907,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
64910,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2007,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
64911,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2007,12/31/9999,0,2020,01/01/2014,12/31/2018,0,1
64999,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
G0412,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0413,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0414,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
G0415,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0019T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2002,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0054T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0055T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0092T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0101T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0102T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0171T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2007,12/31/2016,0,2020,01/01/2014,12/31/2016,0,1
0172T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2007,12/31/2016,0,2020,01/01/2014,12/31/2016,0,1
0200T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0201T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0202T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2009,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0213T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0214T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0215T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0216T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0217T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0218T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0219T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
0220T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2023,01/01/2014,12/31/9999,0,0
0221T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0222T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2010,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
0245T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0246T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0247T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0248T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0265T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2011,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
0274T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0275T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2011,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0282T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2012,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0283T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2012,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0284T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2012,12/31/2016,1,2020,01/01/2014,12/31/2016,0,0
0288T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2012,12/31/2016,1,2021,01/01/2014,12/31/2016,0,1
0334T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2013,12/31/2014,1,2020,01/01/2014,12/31/2014,0,0
0335T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
0375T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/2019,1,2021,01/01/2015,12/31/2019,0,0
0510T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
0511T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2019,12/31/9999,1,2021,01/01/2019,12/31/9999,0,0
0547T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2019,12/31/9999,1,2023,07/01/2019,12/31/9999,0,0
0565T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0566T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0587T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0588T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,1,2022,01/01/2020,12/31/9999,0,0
0594T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2020,12/31/9999,1,2023,07/01/2020,12/31/9999,0,0
0627T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
0628T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
0629T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
0630T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2021,12/31/9999,1,2023,01/01/2021,12/31/9999,0,0
0707T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
0717T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2022,12/31/9999,1,2023,07/01/2022,12/31/9999,0,0
0718T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2022,12/31/9999,1,2023,07/01/2022,12/31/9999,0,0
0732T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2022,12/31/9999,1,2023,07/01/2022,12/31/9999,0,0
0737T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2022,12/31/9999,1,2023,07/01/2022,12/31/9999,0,0
0814T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2024,12/31/9999,1,2025,01/01/2024,12/31/9999,0,0
0869T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2024,12/31/9999,1,2025,07/01/2024,12/31/9999,0,0
0882T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2024,12/31/9999,1,2025,07/01/2024,12/31/9999,0,0
0883T,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,07/01/2024,12/31/9999,1,2025,07/01/2024,12/31/9999,0,0
20005,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2018,1,2020,01/01/2014,12/31/2018,0,0
20101,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
20102,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
