ZIP,Population_Total,Population_65Plus,ACS_Year
46510,2984,574,2024-5yr
46511,3755,1000,2024-5yr
46513,0,0,2024-5yr
46514,42389,7508,2024-5yr
46516,31871,4158,2024-5yr
46517,25433,3938,2024-5yr
46524,2023,302,2024-5yr
46526,33668,6136,2024-5yr
46528,26248,3213,2024-5yr
46530,31598,5400,2024-5yr
46531,1825,585,2024-5yr
46532,1921,240,2024-5yr
46534,10811,2135,2024-5yr
46536,2964,604,2024-5yr
46537,475,174,2024-5yr
46538,4291,969,2024-5yr
46539,2659,443,2024-5yr
46540,12993,1773,2024-5yr
46542,5096,724,2024-5yr
46543,4741,237,2024-5yr
46544,31077,4421,2024-5yr
46545,26606,5498,2024-5yr
46550,12843,1728,2024-5yr
46552,7047,1278,2024-5yr
46553,3828,604,2024-5yr
46554,4405,735,2024-5yr
46555,2517,754,2024-5yr
46556,8344,306,2024-5yr
46561,13996,2217,2024-5yr
46562,5040,1069,2024-5yr
46563,23615,4864,2024-5yr
46565,9014,1083,2024-5yr
46567,9292,2156,2024-5yr
46570,1279,201,2024-5yr
46571,6315,569,2024-5yr
46572,115,18,2024-5yr
46573,3936,791,2024-5yr
46574,7426,1681,2024-5yr
46580,21794,3531,2024-5yr
46582,14604,2263,2024-5yr
46590,5080,788,2024-5yr
46595,0,0,2024-5yr
46601,4800,757,2024-5yr
46613,12279,1199,2024-5yr
46614,29602,6443,2024-5yr
46615,14190,2127,2024-5yr
46616,5979,808,2024-5yr
46617,10032,2078,2024-5yr
46619,21729,3412,2024-5yr
46624,28,28,2024-5yr
46628,27685,4189,2024-5yr
46635,6410,1586,2024-5yr
46637,16200,3162,2024-5yr
46701,7944,1456,2024-5yr
46702,1983,399,2024-5yr
46703,18572,3677,2024-5yr
46704,70,10,2024-5yr
46705,1972,348,2024-5yr
46706,20403,3658,2024-5yr
46710,4506,843,2024-5yr
46711,8353,1084,2024-5yr
46714,15734,2739,2024-5yr
46721,4739,803,2024-5yr
46723,7617,1539,2024-5yr
46725,23297,4496,2024-5yr
46730,1299,207,2024-5yr
46731,657,91,2024-5yr
46732,2231,440,2024-5yr
46733,19318,3747,2024-5yr
46737,7402,1966,2024-5yr
46738,8533,1544,2024-5yr
46740,4486,571,2024-5yr
46741,4713,726,2024-5yr
46742,3292,869,2024-5yr
46743,2347,467,2024-5yr
46745,1793,350,2024-5yr
46746,4697,560,2024-5yr
46747,2388,449,2024-5yr
46748,6902,671,2024-5yr
46750,27271,4715,2024-5yr
46755,15441,2709,2024-5yr
46759,271,19,2024-5yr
46760,1179,309,2024-5yr
46761,12032,2156,2024-5yr
46763,1444,289,2024-5yr
46764,1554,375,2024-5yr
46765,5786,986,2024-5yr
46766,579,40,2024-5yr
46767,9418,924,2024-5yr
46770,2530,618,2024-5yr
46771,80,0,2024-5yr
46772,3288,387,2024-5yr
46773,3474,576,2024-5yr
46774,17858,3513,2024-5yr
46776,1547,429,2024-5yr
46777,6081,1469,2024-5yr
46778,34,25,2024-5yr
46779,2221,362,2024-5yr
46781,1046,214,2024-5yr
46783,7764,1435,2024-5yr
46784,1966,629,2024-5yr
46785,1491,231,2024-5yr
46786,35,0,2024-5yr
46787,4031,590,2024-5yr
46788,4373,337,2024-5yr
46789,142,0,2024-5yr
46791,1210,176,2024-5yr
46792,3621,1060,2024-5yr
46793,4104,632,2024-5yr
46794,1066,247,2024-5yr
46795,6866,1225,2024-5yr
46796,204,30,2024-5yr
46797,4097,446,2024-5yr
46798,954,102,2024-5yr
46799,375,74,2024-5yr
46802,11177,825,2024-5yr
46803,10994,1121,2024-5yr
46804,29661,5693,2024-5yr
46805,21437,3329,2024-5yr
46806,26425,2307,2024-5yr
46807,16317,1604,2024-5yr
46808,19684,2624,2024-5yr
46809,8589,1477,2024-5yr
46814,16778,2148,2024-5yr
46815,27238,4929,2024-5yr
46816,19514,3196,2024-5yr
46818,21954,3192,2024-5yr
46819,9369,2154,2024-5yr
46825,29296,5512,2024-5yr
46835,38166,6690,2024-5yr
46845,29583,5297,2024-5yr
46901,38082,7089,2024-5yr
46902,37017,7566,2024-5yr
46910,3221,578,2024-5yr
46911,1656,317,2024-5yr
46913,1400,274,2024-5yr
46914,4142,532,2024-5yr
46915,617,162,2024-5yr
46917,1924,431,2024-5yr
46919,1968,447,2024-5yr
46920,1401,217,2024-5yr
46922,0,0,2024-5yr
46923,8221,1516,2024-5yr
46926,1359,230,2024-5yr
46928,4553,994,2024-5yr
46929,3056,671,2024-5yr
46930,185,53,2024-5yr
46931,245,54,2024-5yr
46932,3066,646,2024-5yr
46933,6536,1405,2024-5yr
46936,5901,1312,2024-5yr
46937,17,9,2024-5yr
46938,2494,571,2024-5yr
46939,1909,399,2024-5yr
46940,2540,686,2024-5yr
46941,962,288,2024-5yr
46943,150,36,2024-5yr
46945,0,0,2024-5yr
46946,90,0,2024-5yr
46947,28687,5257,2024-5yr
46950,459,155,2024-5yr
46951,2376,414,2024-5yr
46952,18189,4071,2024-5yr
46953,23372,4004,2024-5yr
46957,443,86,2024-5yr
46958,620,147,2024-5yr
46959,409,19,2024-5yr
46960,1018,210,2024-5yr
46961,101,27,2024-5yr
46962,8785,1915,2024-5yr
46965,73,0,2024-5yr
46967,199,31,2024-5yr
46968,96,42,2024-5yr
46970,23020,4459,2024-5yr
46971,0,0,2024-5yr
46974,1586,392,2024-5yr
46975,13824,3128,2024-5yr
46978,2034,370,2024-5yr
46979,4908,963,2024-5yr
46980,61,0,2024-5yr
46982,2604,578,2024-5yr
46984,8,8,2024-5yr
46985,1419,386,2024-5yr
46986,1617,376,2024-5yr
46987,1055,139,2024-5yr
46988,1086,225,2024-5yr
46989,5385,600,2024-5yr
46990,633,86,2024-5yr
46991,1594,218,2024-5yr
46992,16438,3513,2024-5yr
46994,2132,515,2024-5yr
46996,6441,1442,2024-5yr
46998,138,5,2024-5yr
47001,10696,1949,2024-5yr
47003,1182,233,2024-5yr
47006,12988,2522,2024-5yr
47010,207,27,2024-5yr
47011,1420,204,2024-5yr
47012,10733,2063,2024-5yr
47016,773,205,2024-5yr
47017,540,168,2024-5yr
47018,4166,926,2024-5yr
47020,1177,181,2024-5yr
47021,0,0,2024-5yr
47022,3074,677,2024-5yr
47023,2132,517,2024-5yr
47024,2901,317,2024-5yr
47025,23570,4254,2024-5yr
47030,1353,281,2024-5yr
47031,5659,1017,2024-5yr
47032,3285,731,2024-5yr
47033,0,0,2024-5yr
47034,133,34,2024-5yr
47035,261,197,2024-5yr
47036,1173,266,2024-5yr
47037,4330,689,2024-5yr
47038,1006,287,2024-5yr
47040,5275,1242,2024-5yr
47041,5884,1083,2024-5yr
47042,3839,734,2024-5yr
47043,4852,901,2024-5yr
47060,6309,1501,2024-5yr
47102,6659,1305,2024-5yr
47104,9,9,2024-5yr
47106,4670,694,2024-5yr
47108,2155,384,2024-5yr
47110,481,126,2024-5yr
47111,17738,2233,2024-5yr
47112,17464,3803,2024-5yr
47114,484,68,2024-5yr
47115,2782,522,2024-5yr
47116,490,141,2024-5yr
47117,4400,909,2024-5yr
47118,3529,745,2024-5yr
47119,12042,2150,2024-5yr
47120,960,170,2024-5yr
47122,11357,1772,2024-5yr
47123,68,38,2024-5yr
47124,5357,834,2024-5yr
47125,1988,375,2024-5yr
47126,4372,830,2024-5yr
47129,19582,3308,2024-5yr
47130,50514,8944,2024-5yr
47135,1257,288,2024-5yr
47136,4756,643,2024-5yr
47137,1532,383,2024-5yr
47138,4859,457,2024-5yr
47140,2539,517,2024-5yr
47141,1584,179,2024-5yr
47142,653,63,2024-5yr
47143,3833,400,2024-5yr
47145,1782,386,2024-5yr
47147,1317,261,2024-5yr
47150,49144,9123,2024-5yr
47160,55,2,2024-5yr
47161,3611,478,2024-5yr
47162,514,117,2024-5yr
47163,1335,372,2024-5yr
47164,3312,537,2024-5yr
47165,6292,1040,2024-5yr
47166,1484,311,2024-5yr
47167,15375,2958,2024-5yr
47170,15451,3008,2024-5yr
47172,21045,3666,2024-5yr
47174,69,0,2024-5yr
47175,847,132,2024-5yr
47177,1782,283,2024-5yr
47201,47900,7031,2024-5yr
47203,26200,5414,2024-5yr
47220,6136,1547,2024-5yr
47223,1268,162,2024-5yr
47224,523,85,2024-5yr
47225,76,49,2024-5yr
47226,165,33,2024-5yr
47227,1177,430,2024-5yr
47229,2965,536,2024-5yr
47230,2086,304,2024-5yr
47231,675,148,2024-5yr
47232,2316,404,2024-5yr
47234,1617,194,2024-5yr
47235,1672,388,2024-5yr
47236,336,31,2024-5yr
47240,21484,4188,2024-5yr
47243,6225,1035,2024-5yr
47244,533,131,2024-5yr
47246,4326,549,2024-5yr
47247,129,41,2024-5yr
47250,22884,4641,2024-5yr
47260,1809,420,2024-5yr
47263,123,14,2024-5yr
47264,1574,281,2024-5yr
47265,20937,3278,2024-5yr
47270,510,159,2024-5yr
47272,1844,316,2024-5yr
47273,1800,450,2024-5yr
47274,33068,4766,2024-5yr
47280,1248,202,2024-5yr
47281,1541,105,2024-5yr
47282,193,48,2024-5yr
47283,4305,530,2024-5yr
47302,25473,4021,2024-5yr
47303,24392,3684,2024-5yr
47304,31237,6696,2024-5yr
47305,3556,368,2024-5yr
47306,3796,0,2024-5yr
47320,4563,1349,2024-5yr
47324,246,15,2024-5yr
47325,730,130,2024-5yr
47326,1803,334,2024-5yr
47327,4477,890,2024-5yr
47330,5488,1040,2024-5yr
47331,22786,4729,2024-5yr
47334,3336,580,2024-5yr
47335,608,193,2024-5yr
47336,2851,684,2024-5yr
47337,204,32,2024-5yr
47338,2355,430,2024-5yr
47339,528,106,2024-5yr
47340,3051,650,2024-5yr
47341,2460,291,2024-5yr
47342,2710,423,2024-5yr
47344,178,80,2024-5yr
47345,1362,151,2024-5yr
47346,3876,708,2024-5yr
47348,9080,2092,2024-5yr
47351,397,51,2024-5yr
47352,974,127,2024-5yr
47353,4857,1098,2024-5yr
47354,1182,354,2024-5yr
47355,3029,469,2024-5yr
47356,5522,1241,2024-5yr
47357,1131,130,2024-5yr
47358,818,174,2024-5yr
47359,3528,533,2024-5yr
47360,1643,295,2024-5yr
47361,271,105,2024-5yr
47362,29337,5456,2024-5yr
47366,26,0,2024-5yr
47367,70,25,2024-5yr
47368,2086,446,2024-5yr
47369,1212,287,2024-5yr
47370,131,51,2024-5yr
47371,12424,2161,2024-5yr
47373,2200,364,2024-5yr
47374,44615,9326,2024-5yr
47380,1924,384,2024-5yr
47381,218,34,2024-5yr
47382,144,17,2024-5yr
47383,2612,589,2024-5yr
47384,2161,414,2024-5yr
47385,1714,142,2024-5yr
47386,1249,517,2024-5yr
47387,603,187,2024-5yr
47388,398,91,2024-5yr
47390,4972,1075,2024-5yr
47392,361,42,2024-5yr
47393,1907,211,2024-5yr
47394,7879,1703,2024-5yr
47396,7712,1316,2024-5yr
47401,40607,7615,2024-5yr
47403,34396,4785,2024-5yr
47404,22744,3273,2024-5yr
47405,1237,0,2024-5yr
47406,8208,2,2024-5yr
47408,23053,2777,2024-5yr
47420,89,13,2024-5yr
47421,27599,6072,2024-5yr
47424,8861,1959,2024-5yr
47427,1014,199,2024-5yr
47429,7399,1436,2024-5yr
47431,1662,334,2024-5yr
47432,4809,961,2024-5yr
47433,4176,843,2024-5yr
47434,13,13,2024-5yr
47435,137,129,2024-5yr
47436,1796,319,2024-5yr
47437,15,0,2024-5yr
47438,4180,674,2024-5yr
47441,8910,1896,2024-5yr
47443,1274,310,2024-5yr
47445,118,0,2024-5yr
47446,9133,1818,2024-5yr
47448,8117,2301,2024-5yr
47449,339,127,2024-5yr
47451,1595,459,2024-5yr
47452,5152,983,2024-5yr
47453,538,64,2024-5yr
47454,7555,1659,2024-5yr
47455,37,5,2024-5yr
47456,1455,315,2024-5yr
47457,0,0,2024-5yr
47458,19,19,2024-5yr
47459,3485,583,2024-5yr
47460,11006,2426,2024-5yr
47462,4595,620,2024-5yr
47464,297,35,2024-5yr
47465,628,110,2024-5yr
47467,0,0,2024-5yr
47468,1303,437,2024-5yr
47469,1567,281,2024-5yr
47470,1646,177,2024-5yr
47471,2755,515,2024-5yr
47501,18612,3323,2024-5yr
47512,4243,769,2024-5yr
47513,1581,294,2024-5yr
47514,1377,16,2024-5yr
47515,1305,125,2024-5yr
47516,988,175,2024-5yr
47519,378,73,2024-5yr
47520,2933,561,2024-5yr
47521,905,151,2024-5yr
47522,319,101,2024-5yr
47523,3518,649,2024-5yr
47524,302,86,2024-5yr
47525,235,87,2024-5yr
47527,2195,364,2024-5yr
47528,457,101,2024-5yr
47529,1037,124,2024-5yr
47531,868,112,2024-5yr
47532,4447,1112,2024-5yr
47535,807,219,2024-5yr
47537,702,246,2024-5yr
47541,1332,216,2024-5yr
47542,10350,1497,2024-5yr
47546,22191,4502,2024-5yr
47550,791,128,2024-5yr
47551,607,179,2024-5yr
47552,193,0,2024-5yr
47553,8777,1589,2024-5yr
47557,1345,193,2024-5yr
47558,5354,624,2024-5yr
47561,1442,334,2024-5yr
47562,4967,760,2024-5yr
47564,1378,193,2024-5yr
47567,6172,1299,2024-5yr
47568,538,64,2024-5yr
47573,20,12,2024-5yr
47574,46,0,2024-5yr
47575,1070,139,2024-5yr
47576,672,34,2024-5yr
47577,1298,244,2024-5yr
47578,566,256,2024-5yr
47579,2883,677,2024-5yr
47580,140,52,2024-5yr
47581,3009,763,2024-5yr
47584,149,36,2024-5yr
47585,592,134,2024-5yr
47586,10826,2489,2024-5yr
47588,921,173,2024-5yr
47590,544,124,2024-5yr
47591,25168,4618,2024-5yr
47596,94,47,2024-5yr
47597,745,230,2024-5yr
47598,3031,690,2024-5yr
47601,13258,2930,2024-5yr
47610,5606,450,2024-5yr
47611,988,306,2024-5yr
47612,818,150,2024-5yr
47613,2628,300,2024-5yr
47615,1631,181,2024-5yr
47616,232,21,2024-5yr
47619,1593,422,2024-5yr
47620,12361,2806,2024-5yr
47630,39818,7737,2024-5yr
47631,2148,675,2024-5yr
47633,2602,504,2024-5yr
47634,2272,602,2024-5yr
47635,5362,1014,2024-5yr
47637,1195,208,2024-5yr
47638,3633,537,2024-5yr
47639,4730,937,2024-5yr
47640,938,393,2024-5yr
47648,4346,583,2024-5yr
47649,1313,331,2024-5yr
47654,27,0,2024-5yr
47660,4966,1175,2024-5yr
47665,3947,559,2024-5yr
47666,1335,155,2024-5yr
47670,11756,2056,2024-5yr
47683,53,8,2024-5yr
47708,696,94,2024-5yr
47710,18309,3715,2024-5yr
47711,30944,6199,2024-5yr
47712,25444,4412,2024-5yr
47713,9988,1205,2024-5yr
47714,32132,4536,2024-5yr
47715,29280,6152,2024-5yr
47720,17124,3612,2024-5yr
47725,19648,3572,2024-5yr
47802,33135,6042,2024-5yr
47803,21746,4032,2024-5yr
47804,10553,2043,2024-5yr
47805,12619,2553,2024-5yr
47807,13140,1300,2024-5yr
47809,1568,0,2024-5yr
47831,0,0,2024-5yr
47832,1013,273,2024-5yr
47833,836,234,2024-5yr
47834,18625,3536,2024-5yr
47836,61,0,2024-5yr
47837,997,183,2024-5yr
47838,4089,465,2024-5yr
47840,1970,264,2024-5yr
47841,2534,463,2024-5yr
47842,9652,2044,2024-5yr
47845,41,11,2024-5yr
47846,1006,167,2024-5yr
47847,882,112,2024-5yr
47848,1333,233,2024-5yr
47849,395,83,2024-5yr
47850,2104,527,2024-5yr
47851,0,0,2024-5yr
47853,106,32,2024-5yr
47854,902,179,2024-5yr
47855,937,117,2024-5yr
47857,341,152,2024-5yr
47858,946,70,2024-5yr
47859,934,128,2024-5yr
47860,540,56,2024-5yr
47861,727,164,2024-5yr
47862,1438,298,2024-5yr
47863,207,20,2024-5yr
47865,3,3,2024-5yr
47866,733,95,2024-5yr
47868,2666,526,2024-5yr
47869,0,0,2024-5yr
47870,0,0,2024-5yr
47871,441,56,2024-5yr
47872,8557,1689,2024-5yr
47874,3226,849,2024-5yr
47875,0,0,2024-5yr
47876,433,158,2024-5yr
47879,2640,529,2024-5yr
47880,10,0,2024-5yr
47881,266,62,2024-5yr
47882,8735,1897,2024-5yr
47884,157,35,2024-5yr
47885,9209,1660,2024-5yr
47901,4585,269,2024-5yr
47904,16257,2271,2024-5yr
47905,42219,6835,2024-5yr
47906,75198,7248,2024-5yr
47907,0,0,2024-5yr
47909,43561,5338,2024-5yr
47916,45,7,2024-5yr
47917,239,62,2024-5yr
47918,5657,1075,2024-5yr
47920,2329,439,2024-5yr
47921,1338,189,2024-5yr
47922,1315,337,2024-5yr
47923,3700,863,2024-5yr
47924,77,26,2024-5yr
47925,109,26,2024-5yr
47926,863,196,2024-5yr
47928,1730,343,2024-5yr
47929,758,151,2024-5yr
47930,1049,178,2024-5yr
47932,5035,1182,2024-5yr
47933,28357,5415,2024-5yr
47940,1421,268,2024-5yr
47941,1159,187,2024-5yr
47942,767,95,2024-5yr
47943,992,76,2024-5yr
47944,3376,753,2024-5yr
47946,1801,382,2024-5yr
47948,998,202,2024-5yr
47949,1555,230,2024-5yr
47950,657,230,2024-5yr
47951,2279,441,2024-5yr
47952,2538,555,2024-5yr
47954,2224,423,2024-5yr
47955,854,224,2024-5yr
47957,2071,258,2024-5yr
47958,195,37,2024-5yr
47959,2679,267,2024-5yr
47960,14825,3877,2024-5yr
47963,2306,417,2024-5yr
47964,90,18,2024-5yr
47965,490,137,2024-5yr
47966,346,97,2024-5yr
47967,873,166,2024-5yr
47968,1356,261,2024-5yr
47969,200,37,2024-5yr
47970,3011,387,2024-5yr
47971,1645,271,2024-5yr
47974,1441,194,2024-5yr
47975,604,149,2024-5yr
47977,2616,497,2024-5yr
47978,10261,1948,2024-5yr
47980,1244,230,2024-5yr
47981,707,61,2024-5yr
47982,103,14,2024-5yr
47983,255,25,2024-5yr
47986,0,0,2024-5yr
47987,3652,669,2024-5yr
47989,1274,163,2024-5yr
47990,1374,133,2024-5yr
47991,1371,315,2024-5yr
47992,1663,261,2024-5yr
47993,3516,814,2024-5yr
47994,674,86,2024-5yr
47995,1860,220,2024-5yr
47997,235,12,2024-5yr
48001,11224,2719,2024-5yr
48002,3120,750,2024-5yr
48003,6339,960,2024-5yr
48005,5325,952,2024-5yr
48006,3889,682,2024-5yr
48009,21772,3964,2024-5yr
48014,4294,658,2024-5yr
48015,8463,1518,2024-5yr
48017,11350,2180,2024-5yr
48021,33982,4553,2024-5yr
48022,2530,475,2024-5yr
48023,5031,830,2024-5yr
48025,14734,3834,2024-5yr
48026,14583,3004,2024-5yr
48027,3187,475,2024-5yr
48028,1272,647,2024-5yr
48030,14963,1860,2024-5yr
48032,1871,343,2024-5yr
48033,17277,4413,2024-5yr
48034,14796,3430,2024-5yr
48035,33569,6255,2024-5yr
48036,22538,4366,2024-5yr
48038,44422,10142,2024-5yr
48039,7437,1860,2024-5yr
48040,9925,2268,2024-5yr
48041,4302,611,2024-5yr
48042,33875,6028,2024-5yr
48043,15429,2612,2024-5yr
48044,58754,7886,2024-5yr
48045,24061,4773,2024-5yr
48047,40302,7161,2024-5yr
48048,11349,926,2024-5yr
48049,5468,1261,2024-5yr
48050,1338,388,2024-5yr
48051,17922,2852,2024-5yr
48054,7188,1848,2024-5yr
48059,15499,4040,2024-5yr
48060,39342,6970,2024-5yr
48062,9385,1573,2024-5yr
48063,4206,620,2024-5yr
48064,4180,640,2024-5yr
48065,11597,2519,2024-5yr
48066,47123,8297,2024-5yr
48067,24868,3521,2024-5yr
48069,2602,421,2024-5yr
48070,6328,1188,2024-5yr
48071,28419,5353,2024-5yr
48072,15149,2120,2024-5yr
48073,33106,5506,2024-5yr
48074,9624,1617,2024-5yr
48075,22841,5133,2024-5yr
48076,25405,5399,2024-5yr
48079,12711,2547,2024-5yr
48080,21561,4818,2024-5yr
48081,20530,4845,2024-5yr
48082,16027,3155,2024-5yr
48083,23771,4836,2024-5yr
48084,15960,2052,2024-5yr
48085,27231,4801,2024-5yr
48088,22991,4048,2024-5yr
48089,31853,4243,2024-5yr
48091,30696,4455,2024-5yr
48092,27374,5077,2024-5yr
48093,25014,4888,2024-5yr
48094,20736,3979,2024-5yr
48095,5701,1019,2024-5yr
48096,3778,678,2024-5yr
48097,5418,890,2024-5yr
48098,20936,4086,2024-5yr
48101,27925,5168,2024-5yr
48103,55054,10295,2024-5yr
48104,43979,4012,2024-5yr
48105,37048,6116,2024-5yr
48108,27666,4389,2024-5yr
48109,5939,22,2024-5yr
48111,44709,7933,2024-5yr
48114,21588,4480,2024-5yr
48116,27289,5921,2024-5yr
48117,10262,2624,2024-5yr
48118,13246,3700,2024-5yr
48120,8323,1136,2024-5yr
48122,12554,1329,2024-5yr
48124,34479,5641,2024-5yr
48125,22125,3634,2024-5yr
48126,51997,5956,2024-5yr
48127,39646,6121,2024-5yr
48128,12624,1948,2024-5yr
48130,16986,2933,2024-5yr
48131,8637,1092,2024-5yr
48133,7085,1105,2024-5yr
48134,23935,4046,2024-5yr
48135,26739,4549,2024-5yr
48137,4157,1108,2024-5yr
48138,10344,2963,2024-5yr
48139,96,39,2024-5yr
48140,3664,611,2024-5yr
48141,25428,3114,2024-5yr
48143,139,0,2024-5yr
48144,10507,2924,2024-5yr
48145,2904,627,2024-5yr
48146,39257,5617,2024-5yr
48150,26687,4619,2024-5yr
48152,30119,7589,2024-5yr
48154,37045,8680,2024-5yr
48157,1244,394,2024-5yr
48158,7770,1735,2024-5yr
48159,2578,506,2024-5yr
48160,13972,2234,2024-5yr
48161,26304,4957,2024-5yr
48162,28156,6154,2024-5yr
48164,9576,2194,2024-5yr
48165,9566,1441,2024-5yr
48166,14056,1777,2024-5yr
48167,24713,4274,2024-5yr
48168,25038,4574,2024-5yr
48169,20519,4642,2024-5yr
48170,40076,8870,2024-5yr
48173,12931,2699,2024-5yr
48174,32211,5059,2024-5yr
48176,23451,5329,2024-5yr
48177,533,35,2024-5yr
48178,37789,6594,2024-5yr
48179,3209,716,2024-5yr
48180,62081,10412,2024-5yr
48182,20179,4345,2024-5yr
48183,41765,9260,2024-5yr
48184,17348,3027,2024-5yr
48185,48530,9104,2024-5yr
48186,35103,5297,2024-5yr
48187,53376,9189,2024-5yr
48188,45665,7103,2024-5yr
48189,13893,2704,2024-5yr
48190,76,45,2024-5yr
48191,4403,800,2024-5yr
48192,24489,4428,2024-5yr
48193,16119,3621,2024-5yr
48195,29366,5722,2024-5yr
48197,66525,8056,2024-5yr
48198,39244,5422,2024-5yr
48201,15091,2367,2024-5yr
48202,15780,2258,2024-5yr
48203,20049,3711,2024-5yr
48204,20696,3754,2024-5yr
48205,34187,3815,2024-5yr
48206,15227,2202,2024-5yr
48207,20848,4865,2024-5yr
48208,8037,1234,2024-5yr
48209,27184,2318,2024-5yr
48210,26722,2405,2024-5yr
48211,5419,657,2024-5yr
48212,43384,4157,2024-5yr
48213,20075,3478,2024-5yr
48214,18595,4565,2024-5yr
48215,10322,1679,2024-5yr
48216,5865,715,2024-5yr
48217,6564,1102,2024-5yr
48218,7011,891,2024-5yr
48219,47208,7700,2024-5yr
48220,21527,2619,2024-5yr
48221,41392,7538,2024-5yr
48223,22622,3216,2024-5yr
48224,39668,4758,2024-5yr
48225,16098,2323,2024-5yr
48226,6831,988,2024-5yr
48227,40302,6383,2024-5yr
48228,50117,6467,2024-5yr
48229,9061,1405,2024-5yr
48230,17174,3644,2024-5yr
48233,63,10,2024-5yr
48234,32760,5092,2024-5yr
48235,45600,8361,2024-5yr
48236,31435,6913,2024-5yr
48237,29318,5108,2024-5yr
48238,24731,3779,2024-5yr
48239,36976,4813,2024-5yr
48240,17008,2489,2024-5yr
48242,0,0,2024-5yr
48243,0,0,2024-5yr
48301,14682,3217,2024-5yr
48302,17505,4768,2024-5yr
48304,17387,4517,2024-5yr
48306,28389,4828,2024-5yr
48307,44714,7615,2024-5yr
48309,30685,5853,2024-5yr
48310,43354,7816,2024-5yr
48312,34401,6007,2024-5yr
48313,34015,6577,2024-5yr
48314,21803,5334,2024-5yr
48315,28472,7191,2024-5yr
48316,28784,6379,2024-5yr
48317,27565,4362,2024-5yr
48320,4277,909,2024-5yr
48322,32885,8008,2024-5yr
48323,17235,4604,2024-5yr
48324,17098,3312,2024-5yr
48326,24514,3808,2024-5yr
48327,20960,3810,2024-5yr
48328,24478,4558,2024-5yr
48329,24715,5064,2024-5yr
48331,21562,5252,2024-5yr
48334,19618,4274,2024-5yr
48335,25077,4242,2024-5yr
48336,26432,5429,2024-5yr
48340,25669,3451,2024-5yr
48341,18924,2877,2024-5yr
48342,17564,1897,2024-5yr
48346,23167,4325,2024-5yr
48348,24574,4328,2024-5yr
48350,8163,1475,2024-5yr
48353,7014,1596,2024-5yr
48356,8365,1613,2024-5yr
48357,8718,1801,2024-5yr
48359,10401,1744,2024-5yr
48360,12116,1620,2024-5yr
48362,14966,2799,2024-5yr
48363,7362,909,2024-5yr
48367,4668,905,2024-5yr
48370,1777,189,2024-5yr
48371,25972,4147,2024-5yr
48374,17672,1901,2024-5yr
48375,24029,3517,2024-5yr
48377,19816,4027,2024-5yr
48380,7125,1705,2024-5yr
48381,14094,2710,2024-5yr
48382,24479,4244,2024-5yr
48383,13285,2041,2024-5yr
48386,17856,3857,2024-5yr
48390,23939,4699,2024-5yr
48393,20145,2798,2024-5yr
48401,1323,382,2024-5yr
48410,77,15,2024-5yr
48411,56,42,2024-5yr
48412,5815,1246,2024-5yr
48413,7288,1809,2024-5yr
48414,2488,465,2024-5yr
48415,8918,1944,2024-5yr
48416,4996,958,2024-5yr
48417,2222,506,2024-5yr
48418,4484,909,2024-5yr
48419,2268,507,2024-5yr
48420,21195,4661,2024-5yr
48421,6935,1442,2024-5yr
48422,6094,1179,2024-5yr
48423,33757,7321,2024-5yr
48426,1317,157,2024-5yr
48427,2861,746,2024-5yr
48428,5151,913,2024-5yr
48429,8241,1750,2024-5yr
48430,39309,7848,2024-5yr
48432,498,155,2024-5yr
48433,26384,5818,2024-5yr
48434,136,56,2024-5yr
48435,2547,454,2024-5yr
48436,4131,550,2024-5yr
48437,279,135,2024-5yr
48438,7591,1374,2024-5yr
48439,51900,10461,2024-5yr
48440,146,41,2024-5yr
48441,3682,955,2024-5yr
48442,22788,4144,2024-5yr
48444,9483,1581,2024-5yr
48445,1162,261,2024-5yr
48446,30581,6823,2024-5yr
48449,2744,468,2024-5yr
48450,4320,1926,2024-5yr
48451,16097,2897,2024-5yr
48453,5046,914,2024-5yr
48454,1175,192,2024-5yr
48455,8532,1827,2024-5yr
48456,788,130,2024-5yr
48457,8770,1647,2024-5yr
48458,19519,3187,2024-5yr
48460,2701,610,2024-5yr
48461,7719,1276,2024-5yr
48462,13279,2838,2024-5yr
48463,4393,1155,2024-5yr
48464,2152,571,2024-5yr
48465,458,121,2024-5yr
48466,1514,417,2024-5yr
48467,2412,1039,2024-5yr
48468,1350,450,2024-5yr
48469,1388,429,2024-5yr
48470,600,138,2024-5yr
48471,5414,1193,2024-5yr
48472,1359,264,2024-5yr
48473,22339,4858,2024-5yr
48475,2235,457,2024-5yr
48476,689,170,2024-5yr
48502,1420,75,2024-5yr
48503,22347,3238,2024-5yr
48504,24218,3583,2024-5yr
48505,18032,2834,2024-5yr
48506,24712,3582,2024-5yr
48507,28723,4592,2024-5yr
48509,8645,1959,2024-5yr
48519,8096,1573,2024-5yr
48529,9339,1899,2024-5yr
48532,18496,3375,2024-5yr
48601,31601,6651,2024-5yr
48602,27127,3755,2024-5yr
48603,27757,6172,2024-5yr
48604,11011,1440,2024-5yr
48607,1614,116,2024-5yr
48609,11966,3453,2024-5yr
48610,3300,879,2024-5yr
48611,6093,1414,2024-5yr
48612,8654,2250,2024-5yr
48613,1081,234,2024-5yr
48614,943,204,2024-5yr
48615,3061,524,2024-5yr
48616,7577,1859,2024-5yr
48617,9403,1703,2024-5yr
48618,5197,1042,2024-5yr
48619,415,194,2024-5yr
48620,145,4,2024-5yr
