ZIP,Population_Total,Population_65Plus,ACS_Year
28307,14263,42,2024-5yr
28308,323,0,2024-5yr
28310,9583,0,2024-5yr
28311,36629,4975,2024-5yr
28312,19793,3801,2024-5yr
28314,55834,6149,2024-5yr
28315,14084,2144,2024-5yr
28318,3644,724,2024-5yr
28320,7962,1903,2024-5yr
28323,4758,610,2024-5yr
28325,384,93,2024-5yr
28326,26068,2337,2024-5yr
28327,19386,3150,2024-5yr
28328,26927,4638,2024-5yr
28330,313,71,2024-5yr
28331,123,58,2024-5yr
28332,645,108,2024-5yr
28333,10534,1503,2024-5yr
28334,22873,4279,2024-5yr
28337,8357,2230,2024-5yr
28338,3265,663,2024-5yr
28339,6894,1362,2024-5yr
28340,9265,2273,2024-5yr
28341,2886,640,2024-5yr
28342,145,36,2024-5yr
28343,1574,152,2024-5yr
28344,4806,853,2024-5yr
28345,12372,1864,2024-5yr
28347,2212,83,2024-5yr
28348,39196,4847,2024-5yr
28349,3775,884,2024-5yr
28350,197,0,2024-5yr
28351,4535,646,2024-5yr
28352,23837,4521,2024-5yr
28355,0,0,2024-5yr
28356,6579,860,2024-5yr
28357,2852,482,2024-5yr
28358,33071,5317,2024-5yr
28359,877,89,2024-5yr
28360,12550,1825,2024-5yr
28362,35,21,2024-5yr
28363,962,260,2024-5yr
28364,12819,2237,2024-5yr
28365,15999,3011,2024-5yr
28366,3769,964,2024-5yr
28367,89,20,2024-5yr
28368,50,14,2024-5yr
28369,1878,319,2024-5yr
28371,7055,991,2024-5yr
28372,12483,1747,2024-5yr
28373,2589,524,2024-5yr
28374,19782,8121,2024-5yr
28375,182,58,2024-5yr
28376,44880,5002,2024-5yr
28377,11590,1688,2024-5yr
28378,0,0,2024-5yr
28379,23417,4771,2024-5yr
28382,6961,1277,2024-5yr
28383,6825,1267,2024-5yr
28384,11379,1661,2024-5yr
28385,2575,499,2024-5yr
28386,5451,472,2024-5yr
28387,16059,4198,2024-5yr
28390,24000,2177,2024-5yr
28391,5963,943,2024-5yr
28392,1758,257,2024-5yr
28393,1707,300,2024-5yr
28394,5936,1260,2024-5yr
28395,2688,343,2024-5yr
28396,2666,563,2024-5yr
28398,6417,1184,2024-5yr
28399,1819,208,2024-5yr
28401,22007,4415,2024-5yr
28403,40319,5227,2024-5yr
28405,35467,7125,2024-5yr
28409,36163,7191,2024-5yr
28411,37233,7287,2024-5yr
28412,44166,8734,2024-5yr
28420,2658,804,2024-5yr
28421,2010,442,2024-5yr
28422,10059,2902,2024-5yr
28423,2388,502,2024-5yr
28424,90,25,2024-5yr
28425,11380,2464,2024-5yr
28428,7136,1411,2024-5yr
28429,9662,2123,2024-5yr
28430,1573,341,2024-5yr
28431,5901,1331,2024-5yr
28432,1656,187,2024-5yr
28433,4313,1170,2024-5yr
28434,710,279,2024-5yr
28435,1889,468,2024-5yr
28436,1922,146,2024-5yr
28438,1582,419,2024-5yr
28439,1190,231,2024-5yr
28441,2532,501,2024-5yr
28442,1810,248,2024-5yr
28443,28416,5161,2024-5yr
28444,2479,379,2024-5yr
28445,10797,2122,2024-5yr
28447,1507,343,2024-5yr
28448,767,153,2024-5yr
28449,2131,598,2024-5yr
28450,2337,624,2024-5yr
28451,46933,11790,2024-5yr
28452,1152,45,2024-5yr
28453,3206,434,2024-5yr
28454,2895,392,2024-5yr
28455,1644,407,2024-5yr
28456,3860,723,2024-5yr
28457,11464,1361,2024-5yr
28458,5446,1151,2024-5yr
28460,13532,1569,2024-5yr
28461,23762,10193,2024-5yr
28462,12340,3890,2024-5yr
28463,7522,1930,2024-5yr
28464,2185,310,2024-5yr
28465,8756,3637,2024-5yr
28466,8893,2059,2024-5yr
28467,13313,6838,2024-5yr
28468,5154,2910,2024-5yr
28469,10404,3843,2024-5yr
28470,11219,3140,2024-5yr
28472,16780,3125,2024-5yr
28478,5017,762,2024-5yr
28479,6581,1601,2024-5yr
28480,2776,967,2024-5yr
28501,17642,3783,2024-5yr
28504,20407,4451,2024-5yr
28508,1813,299,2024-5yr
28509,17,17,2024-5yr
28510,1718,518,2024-5yr
28511,610,183,2024-5yr
28512,3358,1342,2024-5yr
28513,10573,2229,2024-5yr
28515,2822,580,2024-5yr
28516,11289,3468,2024-5yr
28518,7651,1397,2024-5yr
28519,392,82,2024-5yr
28520,101,19,2024-5yr
28521,1593,361,2024-5yr
28523,2753,517,2024-5yr
28524,261,57,2024-5yr
28525,3613,564,2024-5yr
28526,1842,533,2024-5yr
28527,1588,304,2024-5yr
28528,407,187,2024-5yr
28529,1804,492,2024-5yr
28530,6484,1685,2024-5yr
28531,1060,378,2024-5yr
28532,20908,1867,2024-5yr
28533,2452,0,2024-5yr
28537,5,5,2024-5yr
28538,1989,346,2024-5yr
28539,18351,2457,2024-5yr
28540,49141,5641,2024-5yr
28542,3508,0,2024-5yr
28543,6069,10,2024-5yr
28544,4386,421,2024-5yr
28546,47256,5088,2024-5yr
28547,21346,0,2024-5yr
28551,14078,2516,2024-5yr
28552,201,124,2024-5yr
28553,413,74,2024-5yr
28554,54,0,2024-5yr
28555,5914,1018,2024-5yr
28556,752,282,2024-5yr
28557,15253,4292,2024-5yr
28560,28661,6373,2024-5yr
28562,39082,10728,2024-5yr
28570,22197,4710,2024-5yr
28571,2678,1295,2024-5yr
28572,6658,1152,2024-5yr
28573,1874,546,2024-5yr
28574,20990,1950,2024-5yr
28575,169,21,2024-5yr
28577,318,58,2024-5yr
28578,4219,486,2024-5yr
28579,331,141,2024-5yr
28580,11644,2073,2024-5yr
28581,118,42,2024-5yr
28582,1658,394,2024-5yr
28584,14939,3638,2024-5yr
28585,3893,955,2024-5yr
28586,7992,1443,2024-5yr
28587,209,67,2024-5yr
28589,32,0,2024-5yr
28590,27471,3886,2024-5yr
28594,3934,1449,2024-5yr
28601,53329,10503,2024-5yr
28602,31113,5266,2024-5yr
28604,7869,1992,2024-5yr
28605,3883,883,2024-5yr
28606,2187,777,2024-5yr
28607,35679,4986,2024-5yr
28609,6615,1334,2024-5yr
28610,10192,1694,2024-5yr
28611,424,105,2024-5yr
28612,11290,2067,2024-5yr
28613,23357,4514,2024-5yr
28615,1878,474,2024-5yr
28616,115,31,2024-5yr
28617,1839,591,2024-5yr
28618,2208,328,2024-5yr
28619,487,144,2024-5yr
28621,9403,1826,2024-5yr
28622,2565,692,2024-5yr
28623,1814,429,2024-5yr
28624,1438,436,2024-5yr
28625,39574,7684,2024-5yr
28626,3173,800,2024-5yr
28627,1193,434,2024-5yr
28628,60,6,2024-5yr
28629,72,58,2024-5yr
28630,19382,4184,2024-5yr
28631,684,146,2024-5yr
28634,5353,888,2024-5yr
28635,2669,686,2024-5yr
28636,4496,910,2024-5yr
28637,1911,285,2024-5yr
28638,12363,2052,2024-5yr
28640,4820,1546,2024-5yr
28641,59,12,2024-5yr
28642,5602,1151,2024-5yr
28643,3615,971,2024-5yr
28644,1433,392,2024-5yr
28645,45997,10172,2024-5yr
28646,382,105,2024-5yr
28649,1355,253,2024-5yr
28650,12746,2110,2024-5yr
28651,5578,1406,2024-5yr
28652,132,52,2024-5yr
28653,26,26,2024-5yr
28654,3168,922,2024-5yr
28655,55100,12060,2024-5yr
28657,8188,2213,2024-5yr
28658,26336,5253,2024-5yr
28659,21422,4578,2024-5yr
28660,2501,478,2024-5yr
28662,0,0,2024-5yr
28663,802,234,2024-5yr
28664,55,37,2024-5yr
28665,2483,489,2024-5yr
28666,273,0,2024-5yr
28667,301,48,2024-5yr
28668,40,8,2024-5yr
28669,2935,595,2024-5yr
28670,2124,631,2024-5yr
28671,375,132,2024-5yr
28672,136,6,2024-5yr
28673,6874,1834,2024-5yr
28675,6745,2075,2024-5yr
28676,3100,960,2024-5yr
28677,38819,6327,2024-5yr
28678,5064,1041,2024-5yr
28679,2454,575,2024-5yr
28681,25566,5460,2024-5yr
28682,1701,361,2024-5yr
28683,1614,389,2024-5yr
28684,1961,546,2024-5yr
28685,2181,402,2024-5yr
28689,2188,252,2024-5yr
28690,9196,2292,2024-5yr
28692,4367,837,2024-5yr
28693,1071,166,2024-5yr
28694,7626,2110,2024-5yr
28697,13412,2953,2024-5yr
28698,2320,580,2024-5yr
28701,5786,715,2024-5yr
28702,588,157,2024-5yr
28704,24138,4120,2024-5yr
28705,6732,1695,2024-5yr
28707,461,125,2024-5yr
28708,456,42,2024-5yr
28709,2260,895,2024-5yr
28710,78,78,2024-5yr
28711,12663,4202,2024-5yr
28712,19977,6555,2024-5yr
28713,8425,1792,2024-5yr
28714,16397,4478,2024-5yr
28715,30328,5778,2024-5yr
28716,16863,3924,2024-5yr
28717,1265,423,2024-5yr
28718,654,158,2024-5yr
28719,6786,1055,2024-5yr
28720,138,33,2024-5yr
28721,10698,2344,2024-5yr
28722,6086,2223,2024-5yr
28723,12756,1540,2024-5yr
28725,90,17,2024-5yr
28726,4363,598,2024-5yr
28729,3681,934,2024-5yr
28730,7605,2165,2024-5yr
28731,8672,2979,2024-5yr
28732,19279,3883,2024-5yr
28733,63,55,2024-5yr
28734,29659,7895,2024-5yr
28735,124,56,2024-5yr
28736,1000,285,2024-5yr
28739,20843,6771,2024-5yr
28740,2158,711,2024-5yr
28741,4257,1892,2024-5yr
28742,2710,618,2024-5yr
28743,2211,470,2024-5yr
28745,670,233,2024-5yr
28746,2744,1092,2024-5yr
28747,2021,572,2024-5yr
28748,12230,2452,2024-5yr
28749,0,0,2024-5yr
28751,4159,1539,2024-5yr
28752,30292,5956,2024-5yr
28753,10389,2444,2024-5yr
28754,9682,2081,2024-5yr
28755,0,0,2024-5yr
28756,4706,887,2024-5yr
28757,630,15,2024-5yr
28758,41,0,2024-5yr
28759,7555,1784,2024-5yr
28761,8150,1819,2024-5yr
28762,6599,1587,2024-5yr
28763,2688,885,2024-5yr
28766,1259,292,2024-5yr
28768,6759,2322,2024-5yr
28770,0,0,2024-5yr
28771,7567,1996,2024-5yr
28772,1375,144,2024-5yr
28773,3441,1150,2024-5yr
28774,1451,607,2024-5yr
28775,674,179,2024-5yr
28777,10178,2243,2024-5yr
28778,13536,2448,2024-5yr
28779,18064,3960,2024-5yr
28781,881,349,2024-5yr
28782,6519,2407,2024-5yr
28783,1785,430,2024-5yr
28785,8311,2274,2024-5yr
28786,22056,5792,2024-5yr
28787,22809,6102,2024-5yr
28788,198,65,2024-5yr
28789,5788,1349,2024-5yr
28790,3241,640,2024-5yr
28791,15108,4623,2024-5yr
28792,36645,9032,2024-5yr
28801,14691,2702,2024-5yr
28803,33718,8066,2024-5yr
28804,25776,6124,2024-5yr
28805,19993,5540,2024-5yr
28806,43433,6201,2024-5yr
28901,5552,1332,2024-5yr
28902,986,373,2024-5yr
28904,10050,3353,2024-5yr
28905,3056,686,2024-5yr
28906,20526,7154,2024-5yr
28909,1002,211,2024-5yr
29001,2339,453,2024-5yr
29003,5610,1489,2024-5yr
29006,9199,1897,2024-5yr
29009,2451,583,2024-5yr
29010,11861,2251,2024-5yr
29014,1595,235,2024-5yr
29015,1255,295,2024-5yr
29016,30454,3817,2024-5yr
29018,3559,615,2024-5yr
29020,23266,5381,2024-5yr
29030,2045,416,2024-5yr
29031,1617,254,2024-5yr
29032,4687,969,2024-5yr
29033,12837,2385,2024-5yr
29036,26620,5408,2024-5yr
29037,983,268,2024-5yr
29038,2362,664,2024-5yr
29039,2941,785,2024-5yr
29040,8920,1133,2024-5yr
29042,4904,935,2024-5yr
29044,4799,1064,2024-5yr
29045,31372,3689,2024-5yr
29046,22,0,2024-5yr
29047,3537,1074,2024-5yr
29048,4982,1282,2024-5yr
29051,758,228,2024-5yr
29052,2199,699,2024-5yr
29053,21076,2267,2024-5yr
29054,11174,2363,2024-5yr
29055,3924,853,2024-5yr
29056,2203,644,2024-5yr
29058,5423,1157,2024-5yr
29059,4905,1374,2024-5yr
29061,12538,2555,2024-5yr
29062,10,10,2024-5yr
29063,38201,5667,2024-5yr
29065,605,62,2024-5yr
29067,11116,2329,2024-5yr
29069,4647,700,2024-5yr
29070,15657,2894,2024-5yr
29072,69407,10676,2024-5yr
29073,53156,6917,2024-5yr
29074,212,134,2024-5yr
29075,2848,824,2024-5yr
29078,16283,2974,2024-5yr
29079,58,58,2024-5yr
29080,2601,557,2024-5yr
29081,1102,414,2024-5yr
29082,371,118,2024-5yr
29101,2497,668,2024-5yr
29102,15698,4363,2024-5yr
29104,1732,248,2024-5yr
29105,1621,222,2024-5yr
29107,2646,501,2024-5yr
29108,19585,3301,2024-5yr
29111,1401,279,2024-5yr
29112,3847,645,2024-5yr
29113,1875,263,2024-5yr
29114,1786,371,2024-5yr
29115,27450,4976,2024-5yr
29117,595,0,2024-5yr
29118,15135,3122,2024-5yr
29122,100,6,2024-5yr
29123,7938,864,2024-5yr
29125,2861,383,2024-5yr
29126,2703,554,2024-5yr
29127,9920,2293,2024-5yr
29128,4460,1035,2024-5yr
29129,4605,1092,2024-5yr
29130,6252,2559,2024-5yr
29133,1262,190,2024-5yr
29135,8294,2233,2024-5yr
29137,2248,467,2024-5yr
29138,10018,1777,2024-5yr
29142,4744,1147,2024-5yr
29145,594,120,2024-5yr
29146,1226,305,2024-5yr
29148,6033,1778,2024-5yr
29150,38538,7619,2024-5yr
29152,1967,0,2024-5yr
29153,14434,3082,2024-5yr
29154,29454,4957,2024-5yr
29160,7419,1512,2024-5yr
29161,9688,2274,2024-5yr
29162,3776,536,2024-5yr
29163,1573,331,2024-5yr
29164,4830,1040,2024-5yr
29166,611,129,2024-5yr
29168,2903,418,2024-5yr
29169,21647,4996,2024-5yr
29170,21247,3481,2024-5yr
29172,8974,2147,2024-5yr
29175,235,42,2024-5yr
29177,177,144,2024-5yr
29178,3280,743,2024-5yr
29180,11730,2333,2024-5yr
29201,24605,1630,2024-5yr
29203,40653,6481,2024-5yr
29204,18159,3750,2024-5yr
29205,22223,3168,2024-5yr
29206,19759,3609,2024-5yr
29207,8012,0,2024-5yr
29208,2445,0,2024-5yr
29209,38041,5489,2024-5yr
29210,39962,5033,2024-5yr
29212,27657,6514,2024-5yr
29223,53074,8794,2024-5yr
29225,443,0,2024-5yr
29229,51861,5286,2024-5yr
29301,36278,6010,2024-5yr
29302,19918,3877,2024-5yr
29303,28381,3355,2024-5yr
29306,16714,2434,2024-5yr
29307,19115,4328,2024-5yr
29316,33104,4352,2024-5yr
29320,603,40,2024-5yr
29321,3236,431,2024-5yr
29322,10931,2183,2024-5yr
29323,15573,2734,2024-5yr
29324,32,0,2024-5yr
29325,14362,2601,2024-5yr
29329,348,48,2024-5yr
29330,8572,1773,2024-5yr
29331,98,78,2024-5yr
29332,3539,1093,2024-5yr
29333,254,0,2024-5yr
29334,18575,2333,2024-5yr
29335,5472,1239,2024-5yr
29338,51,51,2024-5yr
29340,20763,3692,2024-5yr
29341,20647,3585,2024-5yr
29346,211,32,2024-5yr
29349,39083,6991,2024-5yr
29351,1397,224,2024-5yr
29353,3675,986,2024-5yr
29355,841,235,2024-5yr
29356,8946,2534,2024-5yr
29360,22085,4406,2024-5yr
29364,553,121,2024-5yr
29365,14068,1723,2024-5yr
29368,379,0,2024-5yr
29369,16503,3347,2024-5yr
29370,542,185,2024-5yr
29372,3552,862,2024-5yr
29373,320,33,2024-5yr
29374,3079,685,2024-5yr
29375,177,17,2024-5yr
29376,8935,891,2024-5yr
29377,480,127,2024-5yr
29378,261,37,2024-5yr
29379,17607,3864,2024-5yr
29384,3443,892,2024-5yr
29385,8180,1281,2024-5yr
29388,16868,2622,2024-5yr
29401,9339,2355,2024-5yr
29403,22533,2440,2024-5yr
29404,2334,20,2024-5yr
29405,26254,4810,2024-5yr
29406,32001,4212,2024-5yr
29407,36706,7157,2024-5yr
29409,2056,0,2024-5yr
29410,21314,2750,2024-5yr
29412,39256,7583,2024-5yr
29414,44727,6869,2024-5yr
29418,26052,3535,2024-5yr
29420,23959,2934,2024-5yr
29424,1243,0,2024-5yr
29425,0,0,2024-5yr
29426,1697,347,2024-5yr
29429,4479,959,2024-5yr
29431,7580,1727,2024-5yr
29432,2424,624,2024-5yr
29434,755,154,2024-5yr
29435,4304,832,2024-5yr
29436,4000,1325,2024-5yr
29437,2281,450,2024-5yr
29438,2826,1234,2024-5yr
29439,1125,384,2024-5yr
29440,27319,6907,2024-5yr
29445,59227,8609,2024-5yr
29446,1184,212,2024-5yr
29448,1997,449,2024-5yr
29449,8024,2311,2024-5yr
29450,3309,787,2024-5yr
29451,4362,1514,2024-5yr
29452,318,54,2024-5yr
29453,1517,182,2024-5yr
29455,27576,7081,2024-5yr
29456,41214,3629,2024-5yr
29458,2505,588,2024-5yr
29461,43816,6123,2024-5yr
29464,53045,10200,2024-5yr
29466,44942,8484,2024-5yr
29468,2144,467,2024-5yr
29469,470,162,2024-5yr
29470,5639,871,2024-5yr
29471,1135,272,2024-5yr
29472,12722,1663,2024-5yr
29474,1420,495,2024-5yr
29475,2286,751,2024-5yr
29477,7176,1666,2024-5yr
29479,6031,1308,2024-5yr
29481,1759,296,2024-5yr
29482,2087,588,2024-5yr
29483,59186,9163,2024-5yr
29485,58507,8932,2024-5yr
29486,53975,7495,2024-5yr
29487,2703,671,2024-5yr
29488,22538,4086,2024-5yr
29492,20436,3188,2024-5yr
29493,156,13,2024-5yr
29501,48673,7790,2024-5yr
29505,23895,4563,2024-5yr
29506,20777,3829,2024-5yr
29510,10545,1888,2024-5yr
29511,6874,1333,2024-5yr
29512,17197,3299,2024-5yr
29516,882,100,2024-5yr
29518,1121,241,2024-5yr
29519,99,59,2024-5yr
29520,13206,2941,2024-5yr
29525,1665,327,2024-5yr
29526,54130,11822,2024-5yr
29527,28451,5629,2024-5yr
29530,2641,431,2024-5yr
29532,19857,4108,2024-5yr
29536,14907,2596,2024-5yr
29540,4080,753,2024-5yr
29541,9326,1722,2024-5yr
29543,415,228,2024-5yr
29544,8252,1230,2024-5yr
29545,1767,339,2024-5yr
29546,2683,649,2024-5yr
29547,2832,378,2024-5yr
29550,29924,5763,2024-5yr
29554,8681,1943,2024-5yr
29555,5972,938,2024-5yr
29556,10559,2425,2024-5yr
29560,12277,2553,2024-5yr
29563,1884,508,2024-5yr
29564,1262,311,2024-5yr
29565,7109,924,2024-5yr
29566,23806,9362,2024-5yr
29567,550,184,2024-5yr
29568,17097,4989,2024-5yr
29569,17788,3989,2024-5yr
29570,4141,706,2024-5yr
29571,13457,2992,2024-5yr
29572,12124,4425,2024-5yr
29574,9413,2189,2024-5yr
29575,20721,6292,2024-5yr
29576,34695,15302,2024-5yr
29577,35446,8145,2024-5yr
29579,56915,11492,2024-5yr
29580,1322,282,2024-5yr
29581,4845,709,2024-5yr
29582,20158,8168,2024-5yr
29583,4994,1088,2024-5yr
29584,2979,553,2024-5yr
29585,16966,7346,2024-5yr
29588,52609,12079,2024-5yr
29589,65,0,2024-5yr
29590,3480,380,2024-5yr
29591,4639,760,2024-5yr
29592,969,248,2024-5yr
29593,1692,398,2024-5yr
29594,80,4,2024-5yr
29596,1910,468,2024-5yr
29601,13790,2677,2024-5yr
29605,40717,5690,2024-5yr
29607,46209,7106,2024-5yr
29609,32292,5356,2024-5yr
29611,32365,3429,2024-5yr
29613,2359,0,2024-5yr
29614,1848,2,2024-5yr
29615,38811,7957,2024-5yr
29617,26582,5850,2024-5yr
29620,11612,3020,2024-5yr
29621,46482,8433,2024-5yr
29624,13498,2524,2024-5yr
29625,28012,5839,2024-5yr
29626,13928,2798,2024-5yr
29627,18274,3646,2024-5yr
29628,2526,590,2024-5yr
29630,15982,2219,2024-5yr
29631,16849,2031,2024-5yr
29634,6048,0,2024-5yr
29635,1366,368,2024-5yr
29638,3348,860,2024-5yr
29639,1751,236,2024-5yr
29640,33142,5651,2024-5yr
29642,36852,7658,2024-5yr
29643,2751,722,2024-5yr
29644,22907,3312,2024-5yr
29645,11054,1927,2024-5yr
29646,27902,5096,2024-5yr
29649,26275,4669,2024-5yr
29650,42493,6794,2024-5yr
29651,56599,9892,2024-5yr
29653,4293,1101,2024-5yr
29654,11095,2093,2024-5yr
29655,7555,1755,2024-5yr
29657,16390,2654,2024-5yr
29658,306,24,2024-5yr
29659,163,9,2024-5yr
29661,6657,1847,2024-5yr
29662,14950,2616,2024-5yr
29664,1553,488,2024-5yr
29665,412,251,2024-5yr
29666,6894,1654,2024-5yr
29667,240,76,2024-5yr
29669,16080,2781,2024-5yr
29670,11084,1818,2024-5yr
29671,18666,3668,2024-5yr
29672,12750,4223,2024-5yr
29673,30461,5188,2024-5yr
29676,6016,2839,2024-5yr
29678,23767,4138,2024-5yr
29680,35770,5105,2024-5yr
29681,68650,9815,2024-5yr
29682,3957,779,2024-5yr
29683,265,8,2024-5yr
29684,5913,955,2024-5yr
29685,1964,632,2024-5yr
29686,989,367,2024-5yr
29687,44861,8070,2024-5yr
29689,4057,902,2024-5yr
29690,26358,5350,2024-5yr
29691,12084,2715,2024-5yr
29692,5536,1004,2024-5yr
29693,15114,3295,2024-5yr
29696,5154,1054,2024-5yr
29697,13581,2514,2024-5yr
29702,9770,1675,2024-5yr
29704,3060,410,2024-5yr
29706,18742,3908,2024-5yr
29707,37629,9216,2024-5yr
29708,43515,6181,2024-5yr
29709,5988,1276,2024-5yr
29710,40595,6189,2024-5yr
29712,2047,445,2024-5yr
29714,3462,509,2024-5yr
29715,46865,5719,2024-5yr
29717,1644,274,2024-5yr
29718,4133,820,2024-5yr
29720,53584,10606,2024-5yr
29724,0,0,2024-5yr
29726,1985,406,2024-5yr
29727,2300,326,2024-5yr
29728,9043,1354,2024-5yr
29729,2247,373,2024-5yr
29730,58199,8427,2024-5yr
29732,57675,10576,2024-5yr
29733,1468,0,2024-5yr
29741,1504,304,2024-5yr
29742,2492,970,2024-5yr
29743,1826,186,2024-5yr
29745,34909,5779,2024-5yr
29801,31108,6574,2024-5yr
29803,40699,11520,2024-5yr
29805,4935,1422,2024-5yr
29809,2301,370,2024-5yr
29810,3775,756,2024-5yr
29812,11132,1934,2024-5yr
29816,1092,37,2024-5yr
29817,4139,913,2024-5yr
29819,930,261,2024-5yr
29821,1141,257,2024-5yr
29824,7789,1282,2024-5yr
29826,241,69,2024-5yr
29827,3396,869,2024-5yr
29828,489,92,2024-5yr
29829,12385,1602,2024-5yr
29831,4394,811,2024-5yr
29832,5074,1269,2024-5yr
29834,259,27,2024-5yr
29835,6887,3070,2024-5yr
29836,326,67,2024-5yr
29838,830,171,2024-5yr
29840,261,132,2024-5yr
29841,32342,5492,2024-5yr
29842,8102,1545,2024-5yr
29843,934,254,2024-5yr
29844,111,56,2024-5yr
29845,837,350,2024-5yr
29847,5554,752,2024-5yr
29848,889,254,2024-5yr
29849,271,30,2024-5yr
29851,9070,1314,2024-5yr
29853,5944,1041,2024-5yr
29856,3272,496,2024-5yr
29860,18201,3910,2024-5yr
29899,710,8,2024-5yr
29902,17650,2583,2024-5yr
29904,1600,0,2024-5yr
29905,1729,0,2024-5yr
29906,25342,3525,2024-5yr
29907,15190,3198,2024-5yr
29909,24003,14541,2024-5yr
29910,53019,12069,2024-5yr
29911,1516,342,2024-5yr
29912,24,24,2024-5yr
29915,619,182,2024-5yr
29916,1470,198,2024-5yr
29918,3799,864,2024-5yr
29920,10606,3083,2024-5yr
29921,618,67,2024-5yr
29922,772,307,2024-5yr
29923,268,62,2024-5yr
29924,4447,874,2024-5yr
29926,24458,8970,2024-5yr
29927,11373,2400,2024-5yr
29928,15785,7338,2024-5yr
29929,1276,212,2024-5yr
29932,322,31,2024-5yr
29934,1183,137,2024-5yr
29935,3513,668,2024-5yr
29936,14989,2220,2024-5yr
29939,81,15,2024-5yr
29940,3256,1045,2024-5yr
29941,329,290,2024-5yr
29943,224,15,2024-5yr
29944,4416,791,2024-5yr
29945,3918,738,2024-5yr
30002,5225,958,2024-5yr
30004,68707,7446,2024-5yr
30005,41836,3997,2024-5yr
30008,35547,3424,2024-5yr
30009,21095,3729,2024-5yr
30011,21624,2117,2024-5yr
30012,34506,4338,2024-5yr
30013,28297,4599,2024-5yr
30014,41425,6431,2024-5yr
30016,62968,6716,2024-5yr
30017,26620,3282,2024-5yr
30018,104,31,2024-5yr
30019,51162,5314,2024-5yr
30021,27781,1170,2024-5yr
30022,64546,8943,2024-5yr
30024,88067,9386,2024-5yr
30025,11182,2293,2024-5yr
30028,38433,4058,2024-5yr
30030,31756,4823,2024-5yr
30032,42948,7294,2024-5yr
30033,31310,5392,2024-5yr
30034,41847,8566,2024-5yr
30035,21569,2881,2024-5yr
30038,43776,5462,2024-5yr
30039,52783,5914,2024-5yr
30040,82532,11118,2024-5yr
30041,77664,9928,2024-5yr
30043,87929,10791,2024-5yr
30044,101475,9174,2024-5yr
30045,44993,4430,2024-5yr
30046,41850,4881,2024-5yr
30047,70121,9975,2024-5yr
30052,79811,9482,2024-5yr
30054,10730,2211,2024-5yr
30055,3800,670,2024-5yr
30056,2344,379,2024-5yr
30058,62614,8841,2024-5yr
30060,38499,4504,2024-5yr
30062,62284,10258,2024-5yr
30064,52125,9709,2024-5yr
30066,61761,9104,2024-5yr
30067,47271,5406,2024-5yr
30068,33882,6568,2024-5yr
30070,64,30,2024-5yr
30071,25830,2368,2024-5yr
30072,800,117,2024-5yr
30075,56263,9680,2024-5yr
30076,46054,6633,2024-5yr
30078,41597,5536,2024-5yr
30079,4831,813,2024-5yr
30080,53316,5163,2024-5yr
30082,27296,3763,2024-5yr
30083,62724,6703,2024-5yr
30084,38242,7125,2024-5yr
30087,38977,7655,2024-5yr
30088,29240,4597,2024-5yr
30090,0,0,2024-5yr
30092,36992,5096,2024-5yr
30093,46410,3242,2024-5yr
30094,33731,6108,2024-5yr
30096,71732,8511,2024-5yr
30097,46876,6763,2024-5yr
30101,62593,8840,2024-5yr
30102,45319,6009,2024-5yr
30103,14612,2919,2024-5yr
30104,5484,618,2024-5yr
30105,2187,537,2024-5yr
30106,23107,3677,2024-5yr
30107,19134,2937,2024-5yr
30108,6751,1449,2024-5yr
30110,14832,2313,2024-5yr
30111,0,0,2024-5yr
30113,6103,988,2024-5yr
30114,62391,10077,2024-5yr
30115,53687,8222,2024-5yr
30116,22189,3599,2024-5yr
30117,39804,5484,2024-5yr
30118,1432,0,2024-5yr
30120,44896,5486,2024-5yr
30121,25989,3968,2024-5yr
30122,27036,2441,2024-5yr
30124,2588,608,2024-5yr
30125,24324,3746,2024-5yr
30126,41829,4971,2024-5yr
30127,71626,10708,2024-5yr
30132,53348,5771,2024-5yr
30134,47580,5276,2024-5yr
30135,66800,8790,2024-5yr
30137,1709,203,2024-5yr
30139,4849,1152,2024-5yr
30141,27220,3075,2024-5yr
30143,26604,7312,2024-5yr
30144,59661,6762,2024-5yr
30145,8994,1165,2024-5yr
30147,4657,790,2024-5yr
30148,973,301,2024-5yr
30149,1781,28,2024-5yr
30152,44977,6381,2024-5yr
30153,18467,2960,2024-5yr
30157,53445,6819,2024-5yr
30161,34705,6503,2024-5yr
30165,43001,6601,2024-5yr
30168,26612,2527,2024-5yr
30170,3732,539,2024-5yr
30171,3254,595,2024-5yr
30173,7010,970,2024-5yr
30175,6088,1135,2024-5yr
30176,7057,1063,2024-5yr
30177,784,298,2024-5yr
30178,4442,1092,2024-5yr
30179,19882,2463,2024-5yr
30180,43013,5556,2024-5yr
30182,3849,720,2024-5yr
30183,6288,1444,2024-5yr
30184,7093,1294,2024-5yr
30185,4602,776,2024-5yr
30187,8137,1257,2024-5yr
30188,69518,11450,2024-5yr
30189,39928,6050,2024-5yr
30204,13616,2588,2024-5yr
30205,2880,814,2024-5yr
30206,3312,370,2024-5yr
30213,50621,4332,2024-5yr
30214,31811,6402,2024-5yr
30215,40476,7465,2024-5yr
30216,3239,566,2024-5yr
30217,9309,1690,2024-5yr
30218,1597,348,2024-5yr
30220,5366,769,2024-5yr
30222,4797,936,2024-5yr
30223,38262,8079,2024-5yr
